source_repo_commit,category,path,filename,extension,blob_oid,intake_depth,triage_tier,note
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/2603.09219v1.pdf,2603.09219v1.pdf,pdf,ef6b40eafa55ef833af8314acc1851232c682fd0,DEEP_REVIEWED_THIS_INTAKE,P0_VALIDATION_GAP,AlgoXpert primary-source review linked separately.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/2604.03272v1.pdf,2604.03272v1.pdf,pdf,2882d25599a737fda8475852f6c670668ca7a3c0,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ASCO article_HFT.pdf,ASCO article_HFT.pdf,pdf,6a5584cf0b253fe63af238dd71c4e19e1b66810d,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/Dec-2016-Present_Thananun.pdf,Dec-2016-Present_Thananun.pdf,pdf,2ad711b0c902f114be19de00970d60ce92636cb2,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/Hajek_Olej_Prochazka_-_final.pdf,Hajek_Olej_Prochazka_-_final.pdf,pdf,ba3855c1456949a2de3f760e57fc1402ea253411,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/SSRN-id3406127.pdf,SSRN-id3406127.pdf,pdf,21f981ad1d286468bff6819c145c2f669c04aa00,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/Stock and Watson-Leading Economic indicators.pdf,Stock and Watson-Leading Economic indicators.pdf,pdf,dceed00095b5bbbb92feda526299054ad0587343,DEEP_REVIEWED_THIS_INTAKE,P1_REGIME_RESEARCH,"Primary/publication source verified: DOI 10.1086/654119; macro-state/forecast methodology, not direct trading evidence."
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/additional_101_formulaic_alphas_1601.00991.pdf,additional_101_formulaic_alphas_1601.00991.pdf,pdf,f1e72b99e37ae547f47e19fd625dcecd6a0f21b0,REUSE_EXISTING_EALAB_FULLTEXT,P1_ALPHA_PRIMITIVES,Existing Second Brain source RC-SSRN2701346-001 already owns detailed source extraction.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/additional_fama_french_cross_section_expected_stock_returns_1992.pdf,additional_fama_french_cross_section_expected_stock_returns_1992.pdf,pdf,27e09a753a3f49f616241778029858b1e9cd8705,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/additional_fama_french_five_factor_asset_pricing_model.pdf,additional_fama_french_five_factor_asset_pricing_model.pdf,pdf,fe28f78bcff74149fce7bfc088f35a382f23fc15,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/additional_momentum_profits_jegadeesh_titman_1993.pdf,additional_momentum_profits_jegadeesh_titman_1993.pdf,pdf,263d61176a23812b9e8804355130cd4fb8d74051,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ex01_rewards_meeting_beating_earnings_expectations_ssrn_247435.pdf,ex01_rewards_meeting_beating_earnings_expectations_ssrn_247435.pdf,pdf,a4dffc7bbdc6d45f544f32bb522ed74f68f5d4a4,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ex04_fama_french_five_factor_model_ssrn_2287202.pdf,ex04_fama_french_five_factor_model_ssrn_2287202.pdf,pdf,249c31c228e55bd730994ada9d081063869d8af4,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ex05_cross_section_expected_stock_returns_lewellen_ssrn_2511246.pdf,ex05_cross_section_expected_stock_returns_lewellen_ssrn_2511246.pdf,pdf,27701d7c018b80823675df7f1cfb69b29dea036f,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ex06_factor_models_chinese_a_shares_ssrn_3918833.pdf,ex06_factor_models_chinese_a_shares_ssrn_3918833.pdf,pdf,f9892fc506878d096b74ed0f432590cbac844995,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ex07_the_inefficient_pricing_of_news_ssrn_6540399.pdf,ex07_the_inefficient_pricing_of_news_ssrn_6540399.pdf,pdf,41ec443a5ef172909b87cfb84429eb1c03611a17,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/financial-market-simulation-agent-based_main.pdf,financial-market-simulation-agent-based_main.pdf,pdf,db06325820530242a9d3401ad3897f1e42007023,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/howto_rewards_meeting_or_beating_earnings_expectations.pdf,howto_rewards_meeting_or_beating_earnings_expectations.pdf,pdf,1c871746771464920d4fd46e65c6b8d7c84a2ee5,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ijfs-08-00049.pdf,ijfs-08-00049.pdf,pdf,2e6bf6534c42e9de38fd737a538a9582b022d679,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/qs01_qs01-cross-impact-cost-pairs-trading.pdf,qs01_qs01-cross-impact-cost-pairs-trading.pdf,pdf,12475366c2670310361a799c7b2583687f478e84,DEEP_REVIEWED_THIS_INTAKE,P1_STAT_ARB_RESEARCH,"Primary/publication source verified: arXiv 1701.03098 / SSRN 2897711; execution cross-impact cost, not alpha evidence."
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/qs02_qs02-macro-forecasts-mean-reverting-strategies.pdf,qs02_qs02-macro-forecasts-mean-reverting-strategies.pdf,pdf,61ff4fa80bfd4901388aeac48dd6bda04f3aadd3,DEEP_REVIEWED_THIS_INTAKE,P1_STAT_ARB_RESEARCH,Primary/publication source verified: arXiv 1705.08022 / SSRN 2972365; FX mean-reversion plus macro forecast layer.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/qs03_qs03-singular-control-pairs-transaction-costs.pdf,qs03_qs03-singular-control-pairs-transaction-costs.pdf,pdf,63fb89b60bf8ea54494f7fbbad3a4434ba054e8a,DEEP_REVIEWED_THIS_INTAKE,P2_STAT_ARB_ADVANCED,Primary/publication source verified: arXiv 1911.10450 / DOI 10.3390/jrfm15040147; transaction-region advanced child.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/qs04_qs04-neural-augmented-kalman-bollinger-pairs.pdf,qs04_qs04-neural-augmented-kalman-bollinger-pairs.pdf,pdf,964c4236ab645a4a312c059f78813c441c9b7fc3,DEEP_REVIEWED_THIS_INTAKE,P2_STAT_ARB_ADVANCED,Neural/Kalman pairs primary-source review linked separately.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/qs05_qs05-select-and-trade-hierarchical-rl.pdf,qs05_qs05-select-and-trade-hierarchical-rl.pdf,pdf,2d2793db22f0c3f0ce83c4ed3adffdf86805d61a,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/qs06_qs06-risk-aware-recurrent-rl-pairs.pdf,qs06_qs06-risk-aware-recurrent-rl-pairs.pdf,pdf,e62850431153c3de4eb8273648faf32bbe4a2376,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/qs07_qs07-copula-cointegrated-crypto-pairs.pdf,qs07_qs07-copula-cointegrated-crypto-pairs.pdf,pdf,c6ea3d24510947becb169fcf3209eb55d5d3e614,DEEP_REVIEWED_THIS_INTAKE,P1_STAT_ARB_RESEARCH,Crypto pairs/cost primary-source review linked separately.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/qs08_qs08-round-trip-pairs-gbm.pdf,qs08_qs08-round-trip-pairs-gbm.pdf,pdf,2f4069e54e0ebfe2b22f41796853790627371005,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/qs09_qs09-esg-driven-pairs-india.pdf,qs09_qs09-esg-driven-pairs-india.pdf,pdf,a9276ca82342199ffddf32973c350c25627ce2c6,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/qs10_qs10-rl-pair-trading-dynamic-scaling.pdf,qs10_qs10-rl-pair-trading-dynamic-scaling.pdf,pdf,daaef3ea2923e36ac7dc548105fab80d3bc9edac,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/qs11_qs11-trading-volume-alpha.pdf,qs11_qs11-trading-volume-alpha.pdf,pdf,0e7209a4e1b649032cea4d97cc78fdeb2af3d5fd,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/qs12_qs12-stochastic-mean-variance-pairs.pdf,qs12_qs12-stochastic-mean-variance-pairs.pdf,pdf,7f987a1eb1cdfbf449378f82c473ab6f98d75ec1,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp01_the_momentum_of_news.pdf,rp01_the_momentum_of_news.pdf,pdf,712feb5bb0fa2ebfdf3d537352a1b9a5b812f925,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp01_the_momentum_of_news_ssrn_3267337.pdf,rp01_the_momentum_of_news_ssrn_3267337.pdf,pdf,d48c8fc51ce59de1978152b3edadd2ac5680c20a,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp02_slowly_incorporated_news_ssrn_3363648.pdf,rp02_slowly_incorporated_news_ssrn_3363648.pdf,pdf,de1be15a57d413ba2ea0fdea3e317bc584775660,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp02_tomorrows_fish_and_chip_paper_slowly_incorporated_news.pdf,rp02_tomorrows_fish_and_chip_paper_slowly_incorporated_news.pdf,pdf,1d5dc8c15075c74e9af84dbc1be7ebd157164507,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp03_cross_firm_information_flows_predictability_stock_returns.pdf,rp03_cross_firm_information_flows_predictability_stock_returns.pdf,pdf,c7d36d2b494d1cf32af1c6c2aa77137183a943bd,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp03_cross_firm_information_flows_ssrn_6563318.pdf,rp03_cross_firm_information_flows_ssrn_6563318.pdf,pdf,b39d27d93ac11c848dab035da0c46be3c5ecfb06,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp04_cash_flows_better_than_profits_ssrn_2472571.pdf,rp04_cash_flows_better_than_profits_ssrn_2472571.pdf,pdf,895a366157dd4bda46060e3108736336265dcaf8,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp05_industry_returns_after_ma_announcements_ssrn_887289.pdf,rp05_industry_returns_after_ma_announcements_ssrn_887289.pdf,pdf,56e500b49f63a2a23e68bb55a1fc079008a38939,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp06_penny_wise_dollar_foolish_round_numbers.pdf,rp06_penny_wise_dollar_foolish_round_numbers.pdf,pdf,5e903e1fe17e6ef99f91f0e103e2f42a7ac0fb90,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp06_penny_wise_dollar_foolish_ssrn_1569922.pdf,rp06_penny_wise_dollar_foolish_ssrn_1569922.pdf,pdf,cf16796a32d7bdc4daf3b81167e710b5dea29e15,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp07_relative_strength_strategies_for_investing.pdf,rp07_relative_strength_strategies_for_investing.pdf,pdf,f6875dc4bd3f518210d6350e7e1b08e181398612,REUSE_EXISTING_EALAB_FULLTEXT,P2_PORTFOLIO_RESEARCH,Existing Second Brain source RC-SSRN1585517-001 already owns detailed source extraction.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp07_relative_strength_strategies_ssrn_1585517.pdf,rp07_relative_strength_strategies_ssrn_1585517.pdf,pdf,a11f82c94064602b2eb5fd90cdcf436c6e13ac17,REUSE_EXISTING_EALAB_FULLTEXT,P2_PORTFOLIO_RESEARCH,Existing Second Brain source RC-SSRN1585517-001 already owns detailed source extraction.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp08_good_volatility_bad_volatility_signed_jumps.pdf,rp08_good_volatility_bad_volatility_signed_jumps.pdf,pdf,d0e04871f04324e9af1166bae187da0b8a9cd9ee,DEEP_REVIEWED_THIS_INTAKE,P1_REGIME_RESEARCH,Signed-volatility primary-source review linked separately.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp08_good_volatility_bad_volatility_ssrn_1943825.pdf,rp08_good_volatility_bad_volatility_ssrn_1943825.pdf,pdf,7468c54587de9c54a6b9b3892352df97411c1397,DEEP_REVIEWED_THIS_INTAKE,P1_REGIME_RESEARCH,Signed-volatility primary-source review linked separately.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp09_the_invisible_burden_goodwill_ssrn_3292675.pdf,rp09_the_invisible_burden_goodwill_ssrn_3292675.pdf,pdf,7c69caab279c77cc2fc657d0ece8529768f2c475,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp10_disagreement_equity_options_market_stock_returns.pdf,rp10_disagreement_equity_options_market_stock_returns.pdf,pdf,08f5156ae1f3357d5ab0d3ebb066a224a78439d9,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp11_analyst_following_along_the_supply_chain.pdf,rp11_analyst_following_along_the_supply_chain.pdf,pdf,105bec5a4601a1c61cd012fbd260a7eac039599f,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp11_analyst_following_supply_chain_ssrn_2410151.pdf,rp11_analyst_following_supply_chain_ssrn_2410151.pdf,pdf,31c372c209925f61c508d96b10fbc7ac550d2368,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp12_stock_recommendations_stochastic_dcf_ssrn_3621514.pdf,rp12_stock_recommendations_stochastic_dcf_ssrn_3621514.pdf,pdf,a78058a524465aaf851156a67d5e5b56274c23bf,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp12_stock_recommendations_stochastic_discounted_cash_flows.pdf,rp12_stock_recommendations_stochastic_discounted_cash_flows.pdf,pdf,8eaca893810a0eea64d834169b66c4b1940e9e0a,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp13_valuation_ratios_surprises_uncertainty_sentiment_ml_earnings.pdf,rp13_valuation_ratios_surprises_uncertainty_sentiment_ml_earnings.pdf,pdf,9ec31dce583c14a67d0f7e2ff500aa4ccf607c01,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/rp13_valuation_surprises_uncertainty_sentiment_ml_ssrn_3577132.pdf,rp13_valuation_surprises_uncertainty_sentiment_ml_ssrn_3577132.pdf,pdf,b6047fc3f7edf060f59623f4696bed80d6cf4caf,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ssrn-4474815.pdf,ssrn-4474815.pdf,pdf,94202ab52487286ede754ac4c3a3962d12a3ca02,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ssrn-4703281.pdf,ssrn-4703281.pdf,pdf,c8eb6c85bf3093734303762ee1e405f7760e75fd,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ssrn-4801115.pdf,ssrn-4801115.pdf,pdf,be2ca645f2b2d0d0b004a6d71fd2d64e5ed50d0f,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ssrn-4908476.pdf,ssrn-4908476.pdf,pdf,f4127ec0ac6531e52a6ce678dbf8aba9ac19e50a,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ssrn-5462555.pdf,ssrn-5462555.pdf,pdf,1622f807f2f9907e6101ff802719816b68f75665,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ssrn-5669210.pdf,ssrn-5669210.pdf,pdf,d9ee6d7a9f58f83a8ded340aac5537c01083570b,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ssrn-6359058.pdf,ssrn-6359058.pdf,pdf,13b7c38d8786721621b64b5636683e56ca216d62,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ssrn-6999365.pdf,ssrn-6999365.pdf,pdf,c65d0403960200069a06d56b063361d5f5281672,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,academic-papers,academic-papers/ssrn-904300.pdf,ssrn-904300.pdf,pdf,33a4412cd95c0a2d0f41ec81c7f177d77497d81c,CATALOG_ONLY,P1_RESEARCH_CANDIDATE,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,ai-agent-quant,ai-agent-quant/2406.18394v5.pdf,2406.18394v5.pdf,pdf,8d485f1277837d2bde30dba1f98f146c893c120d,CATALOG_ONLY,P2_ARCHITECTURE_RESEARCH,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,ai-agent-quant,ai-agent-quant/2602.14670v1.pdf,2602.14670v1.pdf,pdf,9eb69dd0b323e074035804f2bbdcccebced2bc3a,CATALOG_ONLY,P2_ARCHITECTURE_RESEARCH,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,ai-agent-quant,ai-agent-quant/2603.20247v1.pdf,2603.20247v1.pdf,pdf,ecbc1ebe926e9b976f32863d4b9534e91bb93f58,CATALOG_ONLY,P2_ARCHITECTURE_RESEARCH,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,ai-agent-quant,ai-agent-quant/2603.23300v1.pdf,2603.23300v1.pdf,pdf,02edf202680bde7981bbda0f16ce493cf5cd3d61,CATALOG_ONLY,P2_ARCHITECTURE_RESEARCH,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,ai-agent-quant,ai-agent-quant/6134446.pdf,6134446.pdf,pdf,a1ecb968cba48dac66d9eb4cae0885ab54383be4,CATALOG_ONLY,P2_ARCHITECTURE_RESEARCH,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,ai-agent-quant,ai-agent-quant/Alpha-GPT.pdf,Alpha-GPT.pdf,pdf,ac120b09ba091d606d46b521f9029b827e9d5b23,CATALOG_ONLY,P2_ARCHITECTURE_RESEARCH,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,ai-agent-quant,ai-agent-quant/AlphaAgent.pdf,AlphaAgent.pdf,pdf,afe398f4cc5268a513cc000dc3dbec6823092065,CATALOG_ONLY,P2_ARCHITECTURE_RESEARCH,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,ai-agent-quant,ai-agent-quant/AlphaAgents.pdf,AlphaAgents.pdf,pdf,42c0c694348294c36f7d3b6952c74d2905c4a730,CATALOG_ONLY,P2_ARCHITECTURE_RESEARCH,Filename/tree metadata only; content claim not verified by this inventory.
47bf86ada661e7d016280250138ce99ebf5c40ee,ai-agent-quant,ai-agent-quant/Automate Strategy Finding.pdf,Automate Strategy Finding.pdf,pdf,ab62238837a2c5bd3a2331b1cd7f8bf432f3ef5c,CATALOG_ONLY,P2_ARCHITECTURE_RESEARCH,Filename/tree metadata only; content claim not verified by this inventory.
