duration_sec,duration_hms,video_id,title
401,00:06:41,BjUvQ_zgppQ,"Arnaud Legoux Moving Average(ALMA)"
1082,00:18:02,UUggQkTQ9DQ,"(Risk) "
617,00:10:17,u9QVev5ml_g," The Trinity Portfolio"
1554,00:25:54,qSYB1q9O4cM," Drawdown "
1229,00:20:29,c0wIKWWVgNo,"The Rule of 72 "
1407,00:23:27,lrj9MU-baNQ,"Bitcoin Market Update :  Bitcoin"
796,00:13:16,tw1yVtee9-Y,""
2648,00:44:08,NxVwbQ807Hs," Passive Trading Strategy"
4912,01:21:52,A1b81KoJeEY,"Alpha Trader Incubation 2018 Class17"
1084,00:18:04,M6s0TXAPsXg," Multi-Timeframe (How to do Multi-Time Frame Analysis)"
1352,00:22:32,f5Rx-r-6YKw,"Gold Market Update : "
1532,00:25:32,VUFomdRoqDY,"Bitcoin Market Update :  Bitcoin"
423,00:07:03,I1n1mI1sckA,"Risk optimization Strategy : "
1722,00:28:42,D5Ir_Lj_hUI,"Alpha Trader Incubation 2018 Class16"
2792,00:46:32,MIZ7thlEMvc,"Alpha Trader Incubation 2018 Class15"
1265,00:21:05,r1hiGn3MPCw,"Snowball Trading Strategy"
1469,00:24:29,sv9qX3QvHts,"Bitcoin Market Update :  Bitcoin"
868,00:14:28,ZdtSnqNntlk," Money Management (Step by Step)"
877,00:14:37,qXAUKx2UCr4,"(Fixed Fractional Money Management)"
4027,01:07:07,cL6mO_Y6UhE,"Alpha Trader Incubation 2018 Class14"
801,00:13:21,0bH2wSFRjUk,""
1618,00:26:58,Y6deYZKA-TA,""
4582,01:16:22,BFXpWD8mJW0,"Alpha Trader Incubation 2018 Class13"
781,00:13:01,HPtpmGfQlJ0,""
92,00:01:32,t1ZxXZGelFs,"Introduction to Consistent Profitability : "
4993,01:23:13,06sOz511fjk,"Alpha Trader Incubation 2018 Class12"
2144,00:35:44,v5nf0gi1Frw," Leverage "
875,00:14:35,ZkaMesFNBzM," Volatility"
506,00:08:26,7aEPag-YM_k," Cashflow Model  Grid Trading"
1393,00:23:13,9TooWDRphP8," Grid Trading"
911,00:15:11,FXaAy8n4fHY," Robust Portfolio  Ray Dalio"
4922,01:22:02,SV9CXCLsHds,"Alpha Trader Incubation Program 2018 Class11"
137,00:02:17,pu4xBYIr1Nw,""
948,00:15:48,fnSjv9xlskY," Grid Trading"
6796,01:53:16,K5WbdLcTjXI,"Alpha Trader Incubation Program 2018 Class10"
358,00:05:58,yrI-BKaNoKc,""
5287,01:28:07,7mN_BY_sxnI,"Alpha Trader Incubation Program 2018 Class09"
248,00:04:08,dOPVf6rfspI," Price Cluster and Zone"
5426,01:30:26,bUzJi0J-Zec,"Alpha Trader Incubation Program 2018 Class08"
3372,00:56:12,EpE01dFm1OI,"Alpha Trader Incubation Program 2018 Class07"
1116,00:18:36,jPPkQjFxDak,"US Market Update  04-07-2025"
415,00:06:55,BMJYB7R3pXk,"BitCoin Market Update  03-07-2025"
1047,00:17:27,emJs8Jo0SW0,"Gold  Market Update  30-06-2025"
316,00:05:16,WsqrUP0Tg5A,"Podcast  The Complete TurtleTrader"
4146,01:09:06,67mgkjHRfpQ,"Alpha Trader Incubation Program 2018 Class06"
6326,01:45:26,40spldYapPU,"Alpha Trader Incubation Program 2018 Class05"
323,00:05:23,ymRVfvbXEy8,"Podcast  Trading System and Method"
386,00:06:26,iwTG-J1tJc0,"Gold  Market Update  25-06-2025"
2363,00:39:23,ORrVRQ0FvAU,"Trader Talk 23-06-2025-"
7416,02:03:36,_HFJRCyRFhI,"Alpha Trader Incubation Program 2018 Class04"
7471,02:04:31,sujKmfLmYD0,"Alpha Trader Incubation Program 2018 Class03"
6505,01:48:25,ALC7_ixBgzU,"Alpha Trader Incubation Program 2018 Class02"
2210,00:36:50,tNNTGWjAlrE,"Alpha Trader Incubation Program 2018 Class01"
321,00:05:21,49GE1A-Ml34,"Podcast  The Mental Strategies of Top Traders"
9087,02:31:27,FSgVo54K4ZM,"Basic Algorithmic Trading 2018 : Robot Trading"
2411,00:40:11,vWOkvsw_v-0,"Vector Scalping Workshop2017 Class11 []"
418,00:06:58,bm3IpTsInMM,"Podcast  The Part-Time Trader"
353,00:05:53,LXPTtnBUD6o,"04-06-2025 : Gold  Market Update "
273,00:04:33,DhHmkSvYOYg,"Podcast  Survival Guide for Traders"
401,00:06:41,_u9NPnovHig,"Podcast  Big Mistakes: The Best Investors and Their Worst Investments"
6326,01:45:26,swlFB4kzl2U,"Vector Scalping Workshop2017 Class10 []"
4636,01:17:16,plhp0AwSDCw,"()"
284,00:04:44,DjlAfSr-h5I,"Podcast  Modern Portfolio Management"
382,00:06:22,mNXEmUZGQFQ,"Podcast  trading in the zone"
370,00:06:10,y9-6YgjHR_s,"Podcast  Leveraged Trading"
355,00:05:55,rqJGcdXpimo,"Podcast  One Good Trade by  Mike Bellafiore"
2147,00:35:47,gXrKCVA22MI,"VWAP Trading Stategy Workshop 2024 Part02"
429,00:07:09,BIknZ-_AH4E,"Podcast  How to Make Money in Stocks by William J. O'Neil"
371,00:06:11,iUeBtKJLjOE,"Podcast  Jesse Livermore"
2293,00:38:13,8FgwtI1yE0E,"TraderTalk2025:  Jack Schwager"
4388,01:13:08,m229hZYG5YI,"Vector Scalping Workshop2017 Class09[]"
4206,01:10:06,XFqXqiah2aY,"VWAP Trading Stategy Workshop 2024 Part01"
767,00:12:47,30fSBn1qJyQ," 10,000 ?"
276,00:04:36,HADmCRIipqQ,"Podcast    AI"
3721,01:02:01,z4om9KqRgTI,"Vector Scalping Workshop2017 Class08[]"
409,00:06:49,YHhsOUNFXxs,"Podcast  Robust Trading System  AI"
7641,02:07:21,VscBd-NFiTU,"Vector Scalping Workshop2017 Class07[]"
2447,00:40:47,St2hQeD17SI,"01-05-2025 BTC Market Update "
522,00:08:42,p_aoks-8-BM,"?"
1293,00:21:33,2soklDDtmf4,""
8091,02:14:51,a1Daisv1W6M,"Vector Scalping Workshop2017 Class06[]"
3626,01:00:26,nmJLbOYHu2U," Python QuantStat"
7421,02:03:41,4IDKlKfoens,"Vector Scalping Workshop2017 Class05[]"
15584,04:19:44,nXv7WqcqKAQ,"Momentum Trading Stategy with RSI Workshop 2024"
1138,00:18:58,2Vjl-PmWVpM,"()?"
5947,01:39:07,Hl3SC5HMafM,"Supply and Demand Trading Strategy"
1208,00:20:08,RpqTD9BAPPI," ?"
8611,02:23:31,KckmMu--tss,"Crypto Breakout Trading System2025 Class01"
7125,01:58:45,hq9-NByG5MY,"Vector Scalping Workshop2017 Class04[]"
1885,00:31:25,Q73rbR29gWA," Back Testing  Work "
4450,01:14:10,8dMRJTnZVQE,"09-04-2025 FX&Gold Market Update "
1350,00:22:30,84j37DBn7MY,""
6486,01:48:06,RD3OGQJ9FE8,"Vector Scalping Workshop2017 Class03[]"
9062,02:31:02,oImp33NZIfU,"Vector Scalping Workshop2017 Class02[]"
521,00:08:41,QzW46pa6w6U," 31-03-2025"
4610,01:16:50,J9Kr8qglaBw,"31-03-2025 FX&Gold Market Update "
6840,01:54:00,9ywDtZiD5bs,"Vector Scalping Workshop 2017 Class01"
448,00:07:28,8wwtHOPLoRM," poker"
1111,00:18:31,b-gkCFPw1HI," Multi Time frame  Forex "
408,00:06:48,1D3DGDwsqZc," RSI "
764,00:12:44,0R509nyjPCg," Technical analysis "
3341,00:55:41,ne7jSO6p7N0,"24-03-2025 FX&Gold Market Update "
3559,00:59:19,tfEtOG8YcKM,"17-03-2025 FX&Gold Market Update "
3801,01:03:21,njT6w7DN61k,"Q&A 04 "
1583,00:26:23,M2hBZz0eWw8," "
3396,00:56:36,yF8iAnyYQBI,"10-03-2025 FX&Gold Market Update "
4310,01:11:50,GRcY4xbB6sM,"Q&A 03 "
2780,00:46:20,H7zyEW2aFeU,"FX&Gold MarketUpdate "
5023,01:23:43,I6_FFj3jSv0,"Q&A2_"
1552,00:25:52,jndsh6ma4rE,""
1357,00:22:37,IMhBhAI5-nM,"Portfolio Hedging with Inverse ETF"
302,00:05:02,fDzMn1cl6H0,"Capital Management for ETF Trading"
768,00:12:48,4CYxTk37730,"ETF Global Momentum Trading System"
1018,00:16:58,5npy-fDAZFk,"ETF Anchor Range Trading System"
870,00:14:30,CYZnO9IR_YI,"Alpha Architect Robust Portfolio"
519,00:08:39,Oz1srb6rLmU,"David Swensen Yale Endowment Portfolio"
538,00:08:58,BWcUO5p5_dQ,"The Ivy Portfolio by Meb Faber"
1663,00:27:43,Kj-eruZF7Lk,"All Weather Strategy Portfolio(Ray Dalio)"
376,00:06:16,ju--YS1MmTk,"Smart ETF Portfolio Model"
1746,00:29:06,GPDuWEyEzRQ," Commodity ETF"
1593,00:26:33,HZgsMkxrjJM," Dividend Yield ETFs"
2253,00:37:33,Wy5fjJnfr7Y," Thematic ETFs"
1019,00:16:59,gyqH1mC7eBU," ETFs"
534,00:08:54,GCPdNbNbUPQ," ETFs"
1420,00:23:40,SScUqlteUB8," Stock Market Index ETFs"
2261,00:37:41,Y4S6xKlTUZw," ETF (Exchange Traded Fund)"
2375,00:39:35,cnblS-Gi2rY,""
679,00:11:19,0YhWRTabyFo,"Introduction to Money Management "
615,00:10:15,dpGEuOWZ3-Q,""
4298,01:11:38,nP5iDTphPAA,"(Momentum Analysis)"
1711,00:28:31,JTzFKqcwETw,"FX Adaptive Leverage Strategy"
1512,00:25:12,tCZsVZ29qls,"Adaptive Market Theory "
15584,04:19:44,XYjLwLEcCOo,"Momentum Trading Stategy with RSI"
4206,01:10:06,aHJmvfmBweo,"VolumeAnalysis101"
4011,01:06:51,dfU-CYKDvEs,"Algorithm to Survive the Market: Class06 Trading System2"
2840,00:47:20,kJuzotLMk-g,"Algorithm to Survive the Market: Class05 Trading System"
2959,00:49:19,CkQeHmaQYMw,"Algorithm to Survive the Market: Class04"
2467,00:41:07,knOMVONKYcg,"Algorithm to Survive the Market: Class03"
2584,00:43:04,vwGtcErZb1I,"Algorithm to Survive the Market: class02"
3493,00:58:13,vhBGpvjdBBs,"Algorithm to Survive the Market: class01"
745,00:12:25,ZCdxky7TBdY,"Smart Short Seller:Jim Chanos"
1011,00:16:51,819P_PrrtXM,""
117,00:01:57,PMWznWz3dQ8,":"
123,00:02:03,LB6ohJzdmjY,"December 20, 2023"
635,00:10:35,R4IKP6ZKwdk," : Bulletproof Trading System"
512,00:08:32,x-g2H2Q559w,":"
415,00:06:55,-XQt2Wrznco,": Trading as business"
875,00:14:35,rwQYXuRvQ9w,":"
585,00:09:45,IHIqCfEjxlc,":"
890,00:14:50,pyHk0XOn_LE,":"
911,00:15:11,7RP7blxA88I,":  Ray dalio"
997,00:16:37,9Sm5ZoiumV0,": "
312,00:05:12,GNVw1YHjVBU,": (Risk Monitoring)"
765,00:12:45,Y_mwjMOiX1Q," : 4 "
440,00:07:20,9s8eCXxPGFA," : (Risk Assessment)"
779,00:12:59,2H6jb6qKReQ,":"
367,00:06:07,BDxHEkL1PsI,": (Risk management)"
274,00:04:34,3C03sIMnwfQ,": Risk Attitude"
516,00:08:36,IMYdLKo1LVc,": Risk Tolerance"
502,00:08:22,7sdxdpfbtvw,":(Risk)"
605,00:10:05,U_KhsBB6eyw,":"
552,00:09:12,d14CAvxyNcY,":"
495,00:08:15,I43wuHFzbqw,":"
166,00:02:46,UyIIUacD4Zs,":"
410,00:06:50,rLTjO88jMQw,": "
909,00:15:09,ZPyXMsy2O9k,":"
263,00:04:23,o9RrJF2iN_M,"Traders Must Know: Key Qualities of Professionals We Can Build"
354,00:05:54,uE9m2qzgCkw,": Multi-timeframe Analysis(Basic step)"
424,00:07:04,h6Z-Geg2TaI,":  Technical Analysis "
163,00:02:43,sVHZicCz6WE,": Technical Analysis"
276,00:04:36,7edazChZYGg," :  Volume Spred Analysis"
107,00:01:47,5BV-C3tYxIU,"Minimalism "
221,00:03:41,VYQgQps6hIE,":"
350,00:05:50,t7vAUxZunoQ,":"
237,00:03:57,T1YnVLgSoo8,":  10%RPT"
265,00:04:25,QXZU8R7VXS0,":(Asymmetric Risk)"
337,00:05:37,SBGDjjO454I,":"
532,00:08:52,cAZi7PC93Dg,": Leverage "
1141,00:19:01,Pkwg_jUcCfI,":  Part-time Trader"
296,00:04:56,rX-ByTgVeLs,":"
612,00:10:12,gsRtSPnp_zA,":(trend analysis)"
689,00:11:29,h9drN8w-t7c,": trading system"
509,00:08:29,zVci9wINX5E,"Traders Must Know: Essential Tips for Beginners"
156,00:02:36,YGlSeym02WI,": (Trading System)"
381,00:06:21,4qjISzHu2I8,":"
439,00:07:19,u9y5wDAnDZo,":"
93,00:01:33,YEiIhGM6k8A,"Traders Must Know: The Secret to Success"
354,00:05:54,cGf8Flk2lLo,":  Pin Bar  Bollinger Band"
602,00:10:02,HRe9qrdeqQg,": Pinbar Strategy"
398,00:06:38,LJBJ2tvxwFg,":  Technical Analysis "
691,00:11:31,LgEHSXj7P9Q,":  PTJ"
719,00:11:59,auH4m9k25n4,":()"
491,00:08:11,aoFC0X3_LG4,":  Leverage  Volatility"
211,00:03:31,6cx6cgZHW9k," :  Martingale Strategy"
345,00:05:45,lcfi1HD0R6A,": Price cluster  Volatility"
179,00:02:59,P13KpFGURLY,": Leverage"
176,00:02:56,o8JjW3Wu50E," :"
272,00:04:32,QgZGmAqf054," :(Market discount)"
108,00:01:48,fLRaM-SC6vc," : "
1968,00:32:48,Maz1K-jW07Q,"Darvas Box Trading Strategy ep04 | Money Management"
1252,00:20:52,zuS1YIAa7gg,""
695,00:11:35,VRTth53USAI,"Adaptive Trading Process | "
1291,00:21:31,hVq1bE0zmBA,""
163,00:02:43,TkIdfLo0kJQ," 2023 |  ebook "
4979,01:22:59,ZmbEMitHBWg,"Darvas Box Trading Strategy ep03"
4083,01:08:03,Lt7DUpsb4Xc,"Darvas Box Trading Strategy ep02"
1202,00:20:02,uHwDaRn_oLk,""
3406,00:56:46,F3x9bkqi2CU,"Darvas Box Trading Strategy ep01"
1438,00:23:58,df0lcbHVbDw,""
1415,00:23:35,WfcPcSMCgos,""
1726,00:28:46,owjUYpxq6oM,"Cash Management Strategies by Mark Minervini"
721,00:12:01,gBIoHt3v6tM,"Mark Minervini (Bear Market)"
1469,00:24:29,7oEEjqWeD3Y,""
898,00:14:58,6zgEcWmnO0s," 8  Mark Minervini"
968,00:16:08,HG6R9mKuNSE,""
3703,01:01:43,yGBmTxMwJW8,"Trade like Jesse Livermore part3"
3617,01:00:17,tfIQ1THSdR8,"Trade like Jesse Livermore part2"
3635,01:00:35,RG6n1oXFZcI,"Trade like Jesse Livermore part1"
1300,00:21:40,vdM7Zt_ff0I," JPY "
876,00:14:36,6uQiNdblhPg,"10% Rule  Mark Minervini"
1047,00:17:27,XpmnhgpYNlQ," Mark Minervini"
1197,00:19:57,WiDt3hQGWD4," by Mark Minervini"
5568,01:32:48,zvZuu7iz6SI,"Breakout Trading Strategies |  Breakout  ADX  2"
2787,00:46:27,N7LNiFQJ3oI,"Breakout Trading Strategies |  Breakout  ADX  1"
1779,00:29:39,4qa4JDxD9XI," | Stock Market Update"
2636,00:43:56,BuAJnZY2VEU," Forex "
1775,00:29:35,ctG31P7yBW4,""
1837,00:30:37,meiA-kaH27E,""
1778,00:29:38,LA5bxITt5xc," | How to make faster decisions"
854,00:14:14,Qww1BHnSSno," Brett Steenbarger"
1808,00:30:08,9fgSqvCtBpE,""
2525,00:42:05,PINJvTPG3oM," Forex | Fed"
2995,00:49:55,bdKIZ9cEnvU,"4 Step "
2316,00:38:36,Ff4HmDYRj64," Minimalism "
2340,00:39:00,FyfPB_I7iQE," Forex "
1402,00:23:22,lLGbpGkRtMw,""
2160,00:36:00,Z6HbSQMW9RA,"what-i-learned-losing-a-million-dollars | ()"
887,00:14:47,aOzCYX-6Nmw,""
3256,00:54:16,dngNllTmIa8," volatility  Average True Range (ATR)"
1006,00:16:46,nzXahdK1SHs,"chart of the week | 20 "
1119,00:18:39,CKUh29XVgN0,""
2275,00:37:55,x-WLwEXh3jE," Forex "
1489,00:24:49,sYkmsqdy04M,"ARK INNOVATION ETF |  ARKK"
872,00:14:32,CqJ-uiEZ354,"  | Linda Raschke"
851,00:14:11,Vhb15_yUk3w,"Russia Defaults on Foreign Debt |  104  "
58,00:00:58,lV_giBtq9P4,"Michael Riesman | "
2554,00:42:34,nIsZVJ_pTCs," | The German Hyperinflation Crisis"
3208,00:53:28,Wi8qSa66-PQ," Stagflation (1970s)"
2215,00:36:55,WF5WZvdlQfU,"??"
1494,00:24:54,NGdBNp-IYT0," Full Time Trader ?"
2590,00:43:10,vgxWz-m9-kc,"On Balance Volume (OBV) | Measures buying and selling pressure"
780,00:13:00,MMgX49izwCo,""
1400,00:23:20,TFhxhGz979U,"Review "
2341,00:39:01,UvmRVWRMViw," Forex  |  Inflation"
996,00:16:36,wj1DGHeLsh0,"Calculated Risk |  Bill Gates"
900,00:15:00,vaM6ICWu_Ww,"Smart Trader : 6 Rule of thumb | 6 "
2994,00:49:54,X_lhrvOYEnI,"Trading Risk | Review and Summary of Key Points"
1722,00:28:42,MTsQ1qUdEoM,"How To Deal With Failure | "
806,00:13:26,jLO1fV2XfTQ," FOMC meeting Minutes"
659,00:10:59,bGfIwQZtiBY,"Part-Time Trader,  MARK MINERVINI"
1573,00:26:13,54r2MXxKaYE," |  "
1578,00:26:18,ConC73YaW_g,"Lessons learned from a 1 million baht loss | Terra Luna"
1367,00:22:47,ZIRnddUkJwU,"5 step risk protection | "
1617,00:26:57,TjMSkz_jWqw,"| "
1705,00:28:25,4bLOVX9jBbc," Bruce Kovner"
2099,00:34:59,uFBB8iqwsSI,"Understanding and Managing Risk Attitude | "
2239,00:37:19,EXVeAoUwbIg,"The three building blocks of returns |   Ray dalio"
2009,00:33:29,T7VpA4GeUgU,"How to Become A Full Time Trader |  Part-Time  Full-Time Trader"
1229,00:20:29,5Gm-NW7O8Yw,"Essential Qualities of  Professional Trader | "
1651,00:27:31,gkY3zBTDULQ,""
784,00:13:04,SuaQvqHoaoU,"A Good Year "
2477,00:41:17,h-smdXYNAo8," Forex "
3268,00:54:28,bQ5KT5qwL8A,"Trading Stock as a Part�Time Venture | "
2469,00:41:09,_fAI73AnHoI,"How to Setup Alert in Trading View |&"
1791,00:29:51,sDsKLJWOTmE,""
