duration_sec,duration_hms,video_id,title
1292,00:21:32,zmciigxKjX8,"Ep 14 Pullback and Throwback"
1683,00:28:03,86V8nQ25qvw,"Ep 13   "
2013,00:33:33,BNtaAgqokXg,"Ep2. ""Pro Trader Minder"" : Perry J Kaufman"
1811,00:30:11,eRzCo3zx1B0,"Pro Trader Mindset : Ep1"
911,00:15:11,wqG-lOPkTCk,"Ep 15 Climax Top and Sideway of Death"
1292,00:21:32,pKK9gokAZJc,"Ep 14 Pullback and Throwback"
1683,00:28:03,Z7utv1UZcAM,"Ep 13   "
1167,00:19:27,2BfG8CYUDSY,"EP12  V shape  Volume "
1558,00:25:58,GfmAV6VEi2c,"EP 11 :  Price - Momentum Blueprint"
1173,00:19:33,j3AunAFR9Y0,"ep9 ATR  Average True Range"
1142,00:19:02,98pKCoFpZ-U,"ep10 price & oscillator confirmation"
1201,00:20:01,UxiCuA1m-L4,"ep 8  channel   double divergence"
1282,00:21:22,1Sa5ibWLfTM,"ep 7   channel  Divergence"
1112,00:18:32,R8i7CyqQZpU,"Ep6  divergence"
1768,00:29:28,zzvBMWe41TA," Stream : Trend and Sentiment Following"
1277,00:21:17,7xaNiaGGDOw,"ep5 ichimoku throwback"
1178,00:19:38,W2BF_XXFJag,"Ep.4  ITCP  ichimoku"
1540,00:25:40,P4xnsggI3fY,"Ep.3  Ichimoku    Multi Timeframe Analysis"
1118,00:18:38,OKG73BUoHUg,"Ep.2 Market Breadth Analysis   "
1288,00:21:28,4mvTd_xPT2E,"Ep1. correlation trading method"
1430,00:23:50,Ui2VRy-OE7U,"   PDF  "
1160,00:19:20,uK9h9f6euJ0,"   IFM-101 by ABL Trading Research"
396,00:06:36,RuavDvGMb2I,"    []  ABL  Money Channel"
374,00:06:14,2IT6HNee-9A,"     ABL []  Money Channel"
