platform,hash,path,guess_symbol,guess_type
ex4,3952afa510364ad9553722e862350642,2024-06\FREE EA-20240608T074321Z-001\FREE EA\305-TurboJRSX.ex4,basket,unknown-ea
ex4,87f303a677b1fcac659e14c5d903fad3,2024-06\FREE EA-20240608T074321Z-001\FREE EA\306-ULTRATREND.ex4,basket,trend
ex4,31c75a539f97b08eb25bd3287aed97b3,2024-06\FREE EA-20240608T074321Z-001\FREE EA\307-UltraWizard.ex4,basket,unknown-ea
ex4,e259f4d6c342dac5f3b20145b12a6d15,2024-06\FREE EA-20240608T074321Z-001\FREE EA\308-varmo.ex4,basket,unknown-ea
ex4,60041a7bf4306b8442163f5152f0a449,2024-06\FREE EA-20240608T074321Z-001\FREE EA\309-VENOMA.ex4,basket,unknown-ea
ex4,7287b56cfab354161f491774117e218b,2024-06\FREE EA-20240608T074321Z-001\FREE EA\31-CrownHeadandShoulders.ex4,basket,unknown-ea
ex4,06b466cecc8237a564f7815086c205c6,2024-06\FREE EA-20240608T074321Z-001\FREE EA\310-VENOMB.ex4,basket,unknown-ea
ex4,eba1f05e77bcd99016c8d17661c6479c,2024-06\FREE EA-20240608T074321Z-001\FREE EA\311-Voltameter.ex4,basket,unknown-ea
ex4,3b3269cab3f64600f94c4c2f36f4eece,2024-06\FREE EA-20240608T074321Z-001\FREE EA\312-WaddahAttarex4plosion.ex4,basket,unknown-ea
ex4,728af2d883f0bebee3661cfc56afd770,2024-06\FREE EA-20240608T074321Z-001\FREE EA\313-WATR.ex4,basket,unknown-ea
ex4,ef2b4bc704ee1f8ed5adf084a09f01ba,2024-06\FREE EA-20240608T074321Z-001\FREE EA\314-wha.ex4,basket,unknown-ea
ex4,dfa91c69b4fc3d5ac4b3897fa2cdad19,2024-06\FREE EA-20240608T074321Z-001\FREE EA\315-whaa.ex4,basket,unknown-ea
ex4,075e938a4ef0bf09d8b7069dfba3de00,2024-06\FREE EA-20240608T074321Z-001\FREE EA\316-WSSA.ex4,basket,unknown-ea
ex4,a8fdcd873c81a9914d1fcb54ade5d659,2024-06\FREE EA-20240608T074321Z-001\FREE EA\317-WSSB.ex4,basket,unknown-ea
ex4,5f817be95a13bd068f30548b67037815,2024-06\FREE EA-20240608T074321Z-001\FREE EA\318-WSSC.ex4,basket,unknown-ea
ex4,f66773364faaedab074beb79ebfd4daa,2024-06\FREE EA-20240608T074321Z-001\FREE EA\319-WSSD.ex4,basket,unknown-ea
ex4,0113b931be04d26ea132498f275337dc,2024-06\FREE EA-20240608T074321Z-001\FREE EA\32-Cubex4.ex4,basket,unknown-ea
ex4,9209b7b69429cb74c4b87c95191e8824,2024-06\FREE EA-20240608T074321Z-001\FREE EA\320-WSSE.ex4,basket,unknown-ea
ex4,80502a4884f96ab57943e510075bfd46,2024-06\FREE EA-20240608T074321Z-001\FREE EA\321-WSSF.ex4,basket,unknown-ea
ex4,ee8170172898139fb2a1e43bb708eb7a,2024-06\FREE EA-20240608T074321Z-001\FREE EA\322-WSSG.ex4,basket,unknown-ea
ex4,758eab4ba0c3f8542095f639df12807d,2024-06\FREE EA-20240608T074321Z-001\FREE EA\323-WSSGraphics.ex4,basket,unknown-ea
ex4,1637589a79102a36e06916e76c8e7881,2024-06\FREE EA-20240608T074321Z-001\FREE EA\324-WSSH.ex4,basket,unknown-ea
ex4,5bd7592f2b5c1f83cce66cb03828ebac,2024-06\FREE EA-20240608T074321Z-001\FREE EA\325-WSSI.ex4,basket,unknown-ea
ex4,f0a154a35c56062bf5c448d0a9fccd4b,2024-06\FREE EA-20240608T074321Z-001\FREE EA\326-WSSJ.ex4,basket,unknown-ea
ex4,a4cb6698b9c20f2f7074f82dea0d1080,2024-06\FREE EA-20240608T074321Z-001\FREE EA\327-WSSK.ex4,basket,unknown-ea
ex4,484a8689a8517b867a627d3d87995553,2024-06\FREE EA-20240608T074321Z-001\FREE EA\328-WSSL.ex4,basket,unknown-ea
ex4,6384c73f739a750f3b28f9c7118814be,2024-06\FREE EA-20240608T074321Z-001\FREE EA\329-WSSM.ex4,basket,unknown-ea
ex4,b7083bc3a962f5f7c57bf32375e8eefa,2024-06\FREE EA-20240608T074321Z-001\FREE EA\330-wtmbar.ex4,basket,unknown-ea
ex4,474ad6e962e386015577c761938b1b25,2024-06\FREE EA-20240608T074321Z-001\FREE EA\331-wtmbase.ex4,basket,unknown-ea
ex4,cdc8bba2047cac3f6262a69c98cbc4bc,2024-06\FREE EA-20240608T074321Z-001\FREE EA\332-wtmlinecomments.ex4,basket,unknown-ea
ex4,44a25f224b974ccbfdf031fc3aaa557c,2024-06\FREE EA-20240608T074321Z-001\FREE EA\333-Xardwin.ex4,basket,unknown-ea
ex4,39418670a110b84958d3d8b19202aed8,2024-06\FREE EA-20240608T074321Z-001\FREE EA\334-XForecaster.ex4,basket,unknown-ea
ex4,28074c1154f1a4ffd585edb48f958bfe,2024-06\FREE EA-20240608T074321Z-001\FREE EA\335-xMeterMTF.ex4,basket,unknown-ea
ex4,fa0c9472accfeed738f087d0257208dc,2024-06\FREE EA-20240608T074321Z-001\FREE EA\336-XTanganJiwa.ex4,basket,unknown-ea
ex4,12b77bdba95ab851e25c36200dbb09f1,2024-06\FREE EA-20240608T074321Z-001\FREE EA\337-XTCTrend.ex4,basket,trend
ex4,a186a235a3c237b9db223c30086e743b,2024-06\FREE EA-20240608T074321Z-001\FREE EA\338-Zeron.ex4,basket,unknown-ea
ex4,78f6d190f5371ee52893030f7fd238d5,2024-06\FREE EA-20240608T074321Z-001\FREE EA\339-ZIGZAGFRACTALS.ex4,basket,unknown-ea
ex4,45af5409e4f12b1ff4a81d8f21b2faaa,2024-06\FREE EA-20240608T074321Z-001\FREE EA\34-cyberkreatifBrainTrendSingAlert.ex4,basket,trend
ex4,091dddd16b1c8c777f405ad7a77e1dea,2024-06\FREE EA-20240608T074321Z-001\FREE EA\340-ZUP.ex4,basket,unknown-ea
ex4,f24eb576e3ae5a6cf9e677c21f0ab1a5,2024-06\FREE EA-20240608T074321Z-001\FREE EA\341-zzf.ex4,basket,unknown-ea
ex4,3ad8e15772cfbde0a6125788b99b3061,2024-06\FREE EA-20240608T074321Z-001\FREE EA\35-cyberkreatifBrainTrendSingAlertMultiTime.ex4,basket,trend
ex4,27d4b110b5e1c3aa6abb795757f219c9,2024-06\FREE EA-20240608T074321Z-001\FREE EA\36-D.T.FIS.jrEURUSD.ex4,basket,unknown-ea
ex4,fd37c0bddbf9e42934f436f75e52dc80,2024-06\FREE EA-20240608T074321Z-001\FREE EA\37-DailyData.ex4,basket,unknown-ea
ex4,b76617e51fcd4ef33e85e463a6a9b0ca,2024-06\FREE EA-20240608T074321Z-001\FREE EA\38-Dailyrange.ex4,basket,unknown-ea
ex4,7ae5db1e7876c8b976268720b36ccc1f,2024-06\FREE EA-20240608T074321Z-001\FREE EA\39-DiDiIndex4.ex4,basket,unknown-ea
ex4,4ee7881f031d2deef9071187d7e43654,2024-06\FREE EA-20240608T074321Z-001\FREE EA\3agleEA.ex4,basket,unknown-ea
ex4,660a162d44595122f5b16f72f1889d06,2024-06\FREE EA-20240608T074321Z-001\FREE EA\3MA-CROSSv01.ex4,basket,unknown-ea
ex4,76bbc76ecdd27bdc681a87c40d872ca3,2024-06\FREE EA-20240608T074321Z-001\FREE EA\4-antiflet.ex4,basket,unknown-ea
ex4,30182e12202905b8afbf9cccb65e423c,2024-06\FREE EA-20240608T074321Z-001\FREE EA\40-Dinfibohigh.ex4,basket,unknown-ea
ex4,a5d4008958598d0a9ef1bce773566a24,2024-06\FREE EA-20240608T074321Z-001\FREE EA\41-DollyGraphicsvGMTShift.ex4,basket,unknown-ea
ex4,d7d2fa0910ce38c0c9510a14e2846271,2024-06\FREE EA-20240608T074321Z-001\FREE EA\42-Dollyvultimaforex4.ex4,basket,unknown-ea
ex4,ebd52fb0c30c4210599647774827058a,2024-06\FREE EA-20240608T074321Z-001\FREE EA\43-DonchianChannel.ex4,basket,unknown-ea
ex4,554d7935bd66d34aa97477e2bb0bd225,2024-06\FREE EA-20240608T074321Z-001\FREE EA\44-DoubleMACD.ex4,basket,trend
ex4,4a4142b5b29724ed6fc608ff226c4490,2024-06\FREE EA-20240608T074321Z-001\FREE EA\45-dpt.ex4,basket,unknown-ea
ex4,7021cad8764fe465e1fc229b567afe13,2024-06\FREE EA-20240608T074321Z-001\FREE EA\47-DXTradeInfo.ex4,basket,unknown-ea
ex4,9b909d8ca7ffe71c909b017c7f1f7632,2024-06\FREE EA-20240608T074321Z-001\FREE EA\48-EMACrossover.ex4,basket,unknown-ea
ex4,dd79aa5442494b05d031bfc1cc730679,2024-06\FREE EA-20240608T074321Z-001\FREE EA\49-Engine.ex4,basket,unknown-ea
ex4,eb1d65119f84a178acc2dfcc4c4f0579,2024-06\FREE EA-20240608T074321Z-001\FREE EA\4PMA.Psars.Rgrssn.STD.V2.ex4,basket,unknown-ea
ex4,7a1cae2c2f0ac49dfb6878ac337a2388,2024-06\FREE EA-20240608T074321Z-001\FREE EA\5-Arrows.ex4,basket,unknown-ea
ex4,d5da015a1db2086940e875ffbfbcf516,2024-06\FREE EA-20240608T074321Z-001\FREE EA\50-EngiWSSbreakoutfull.ex4,basket,breakout
ex4,830d9ba9986e65dd0295edcdbc800dba,2024-06\FREE EA-20240608T074321Z-001\FREE EA\51-Entryex4it.ex4,basket,unknown-ea
ex4,796a82bd78fd9b883ea0edbb1fa7bdf4,2024-06\FREE EA-20240608T074321Z-001\FREE EA\52-Entryex4itTrend.ex4,basket,trend
ex4,cc66a467e8eaa5fc563fcb47b250f731,2024-06\FREE EA-20240608T074321Z-001\FREE EA\53-eSmartTralling.ex4,basket,unknown-ea
ex4,6625d7d0237955ff7b8b80c1b2066a58,2024-06\FREE EA-20240608T074321Z-001\FREE EA\54-EVAXIS.jrPAIR.ex4,basket,unknown-ea
ex4,2530c1c9a7aeed720d0e559a3cda2aa4,2024-06\FREE EA-20240608T074321Z-001\FREE EA\55-ex4caliburFilters.ex4,basket,unknown-ea
ex4,55b9fdc9dd721a1a447925dfc33cbe27,2024-06\FREE EA-20240608T074321Z-001\FREE EA\56-FBSBreakout.ex4,basket,breakout
ex4,95e3811045f3e6b59ee35b1c1d662ff2,2024-06\FREE EA-20240608T074321Z-001\FREE EA\57-FBSBreakoutPivots.ex4,basket,breakout
ex4,2ef97eda9afb7d8a015c3055505e4020,2024-06\FREE EA-20240608T074321Z-001\FREE EA\58-FBSCandleStickPatterns.ex4,basket,unknown-ea
ex4,f0e4382c0b97fae0225c2b5ca1258870,2024-06\FREE EA-20240608T074321Z-001\FREE EA\59-FBSFisher.ex4,basket,unknown-ea
ex4,ed4ecd6594f558f04827c4e192f2bf86,2024-06\FREE EA-20240608T074321Z-001\FREE EA\5m_scalp_fix(mod_v1).ex4,basket,scalper
ex4,4c5c712641ba84b52047d5fa8e609a7c,2024-06\FREE EA-20240608T074321Z-001\FREE EA\6-ArtemisFastTrend.ex4,basket,trend
ex4,6afd5cb2209d4f1df63f68bdc1a49f02,2024-06\FREE EA-20240608T074321Z-001\FREE EA\60-FBSPivots.ex4,basket,unknown-ea
ex4,4c2fdd3b22c3b584778d1641667ad09d,2024-06\FREE EA-20240608T074321Z-001\FREE EA\61-FerruFxMultiinfolightchart.ex4,basket,unknown-ea
ex4,9ccb2520b2f5966b8ebff1797f2a97b9,2024-06\FREE EA-20240608T074321Z-001\FREE EA\62-FiboMA.ex4,basket,unknown-ea
ex4,11742a6085084cb9cd6ca70a2d465b41,2024-06\FREE EA-20240608T074321Z-001\FREE EA\63-FLATTRANDwMACDmtf.ex4,basket,trend
ex4,90c6ff40ec2060bb106c5fcf5ce72d10,2024-06\FREE EA-20240608T074321Z-001\FREE EA\64-FMSSIGNALS.ex4,basket,unknown-ea
ex4,e3223e9592571230896614e3e01dce73,2024-06\FREE EA-20240608T074321Z-001\FREE EA\67-Forex4Glaz.ex4,basket,unknown-ea
ex4,be30bef27f0e5c15f8288dd7bb7e3d97,2024-06\FREE EA-20240608T074321Z-001\FREE EA\68-Forex4ImpulsEURUSD.ex4,basket,unknown-ea
ex4,b94ed1cb245f426fa39451385ebb99d0,2024-06\FREE EA-20240608T074321Z-001\FREE EA\69-Forex4SabotageMarketInsight.ex4,basket,unknown-ea
ex4,36740250a2173706815381a1307ea219,2024-06\FREE EA-20240608T074321Z-001\FREE EA\7-ArtemisMainTrend.ex4,basket,trend
ex4,10545e6d82a031cefee14fcde9235728,2024-06\FREE EA-20240608T074321Z-001\FREE EA\70-Forex4SabotageMomentumEURUSD.ex4,basket,unknown-ea
ex4,30cc6e6001bd20aaa6ab8b06fac3aaac,2024-06\FREE EA-20240608T074321Z-001\FREE EA\71-Forex4SabotageMomentumGBPUSD.ex4,basket,unknown-ea
ex4,c9021cdd9b4c9df647a6332322e344bc,2024-06\FREE EA-20240608T074321Z-001\FREE EA\72-Forex4SabotageMomentumUSDCHF.ex4,basket,unknown-ea
ex4,33be3c7bd01036d0f2e2b09fa0e6dac3,2024-06\FREE EA-20240608T074321Z-001\FREE EA\73-Forex4SabotageSignal.ex4,basket,unknown-ea
ex4,4bdfe0731ee753b36782327481dd92bb,2024-06\FREE EA-20240608T074321Z-001\FREE EA\74-Forex4SabotageUSDJPY.ex4,basket,unknown-ea
ex4,62d6b63f8bfecf7e9bc41b60522f1eb3,2024-06\FREE EA-20240608T074321Z-001\FREE EA\75-Forex4Trend.ex4,basket,trend
ex4,08cce463bec9fbfb2ef55ec1364a695c,2024-06\FREE EA-20240608T074321Z-001\FREE EA\76-FTITopBottom.ex4,basket,unknown-ea
ex4,cc67cc59a2890a9855998a49d877d507,2024-06\FREE EA-20240608T074321Z-001\FREE EA\78-FXProfitLauncher.ex4,basket,unknown-ea
ex4,e1d947382de7254c84630619d86bc33d,2024-06\FREE EA-20240608T074321Z-001\FREE EA\79-FXProfitLauncherTargets.ex4,basket,unknown-ea
ex4,a95c78991d658384dfb51129159a1eb6,2024-06\FREE EA-20240608T074321Z-001\FREE EA\8-ASCTrendsigtimes.ex4,basket,trend
ex4,4fe247c2653138b291ec595cf23bebc6,2024-06\FREE EA-20240608T074321Z-001\FREE EA\80-FXSniper_sLSMA.ex4,basket,unknown-ea
ex4,4e6438ab6ff9ce04bd5df8db5263ecfd,2024-06\FREE EA-20240608T074321Z-001\FREE EA\81-FxSoniEntry.a.ex4,basket,unknown-ea
ex4,cc608abe8ea612212c26e15385ceb51a,2024-06\FREE EA-20240608T074321Z-001\FREE EA\82-FxSoniEntry.b.ex4,basket,unknown-ea
ex4,3cc09783f43f7f780bbb70821a8462c7,2024-06\FREE EA-20240608T074321Z-001\FREE EA\83-FxSoniTrend.ex4,basket,trend
ex4,c6084490f97ae70a854d93aa99515d75,2024-06\FREE EA-20240608T074321Z-001\FREE EA\84-FXSONITRENDANALIZERva.ex4,basket,trend
ex4,7c5612c1f3ece3f1ceae286b80e897e5,2024-06\FREE EA-20240608T074321Z-001\FREE EA\85-FxSoniTrendva.ex4,basket,trend
ex4,910e5079c0595d7e397ac3f0ec02ae58,2024-06\FREE EA-20240608T074321Z-001\FREE EA\87-garistrigger.ex4,basket,unknown-ea
ex4,e9f70750ca0ee193337d8bb2706356bf,2024-06\FREE EA-20240608T074321Z-001\FREE EA\88-GMACDSignals.ex4,basket,trend
ex4,78209268cbb09b6f3616550909807453,2024-06\FREE EA-20240608T074321Z-001\FREE EA\89-GMMASlow.ex4,basket,unknown-ea
ex4,6d056aa6339944355e332379b1f05804,2024-06\FREE EA-20240608T074321Z-001\FREE EA\9-ATRonChart.ex4,basket,unknown-ea
ex4,eed950fbf76d164ee5dbe294a4d52f1b,2024-06\FREE EA-20240608T074321Z-001\FREE EA\90-GoldenMA.ex4,XAUUSD,unknown-ea
ex4,7426fd6e1a0e29c9b289d4147ab15e55,2024-06\FREE EA-20240608T074321Z-001\FREE EA\91-GoldenMACD.ex4,XAUUSD,trend
ex4,5272848f47db5580c4cac1ddd86fb7fa,2024-06\FREE EA-20240608T074321Z-001\FREE EA\92-GoldenSuperk.ex4,XAUUSD,unknown-ea
ex4,c1ccd9fc964b40d4a8c6b42718ffb516,2024-06\FREE EA-20240608T074321Z-001\FREE EA\93-GoldenTendencyString.ex4,XAUUSD,unknown-ea
ex4,f6b77297dfb422bedb0bbee5394c1109,2024-06\FREE EA-20240608T074321Z-001\FREE EA\94-GoldenVaritey.ex4,XAUUSD,unknown-ea
ex4,55773b04823d6d9d42ddc6ae4dd83583,2024-06\FREE EA-20240608T074321Z-001\FREE EA\95-GPClock.ex4,basket,unknown-ea
ex4,c19362c19dd1fcfb3c14b5851c9c84e0,2024-06\FREE EA-20240608T074321Z-001\FREE EA\96-GPDAY.ex4,basket,unknown-ea
ex4,a7bb4a291f948b54b41133c186cf157e,2024-06\FREE EA-20240608T074321Z-001\FREE EA\97-GPMACDinColor.ex4,basket,trend
ex4,66531ef21b8cd1398f2d8f2c2a8bf2f1,2024-06\FREE EA-20240608T074321Z-001\FREE EA\98-GPStochasticMTF.ex4,basket,unknown-ea
ex4,59f0022c4ca47a677e83121b57f5fe32,2024-06\FREE EA-20240608T074321Z-001\FREE EA\99-GPTrend.ex4,basket,trend
ex4,087db92775fa5310ad89eef93034a1df,2024-06\FREE EA-20240608T074321Z-001\FREE EA\_23Macd.ex4,basket,trend
ex4,7f31f3f0e9d95755dcd38260716f3167,2024-06\FREE EA-20240608T074321Z-001\FREE EA\AbuHamzah Auto Modify.ex4,basket,unknown-ea
ex4,7973c1d50576babeb993425cdb3a98e2,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Abyss EA.ex4,basket,unknown-ea
ex4,d00fd6d0845d30728ff6841bc32bca0d,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Accelerator.ex4,basket,unknown-ea
ex4,d10e703974c7c4698d444d7b2fc22c30,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Accelerator_Oscillator_w_MA.ex4,basket,unknown-ea
ex4,9b26aff1b895887df25f14a4c3d75ffb,2024-06\FREE EA-20240608T074321Z-001\FREE EA\account_info_horizontal_new(1).ex4,basket,unknown-ea
ex4,e80ecfc7d6ae3ddb5690f9f0d58b8486,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Accumulation.ex4,basket,unknown-ea
ex4,bbc079a18bcf00750e6909229552b4f0,2024-06\FREE EA-20240608T074321Z-001\FREE EA\ADX CrossingAlertEmail.ex4,basket,unknown-ea
ex4,03aea9492b717ef0359600e3297c6430,2024-06\FREE EA-20240608T074321Z-001\FREE EA\AF-Global Expert Unlimited.ex4,basket,unknown-ea
ex4,576dc2368dbc73faeb7b8507d79df8b5,2024-06\FREE EA-20240608T074321Z-001\FREE EA\AladdinFX.ex4,basket,unknown-ea
ex4,99a4507a902da5348e079878bb4fa1f1,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Algo_TDEA V4.1 FF.ex4,basket,unknown-ea
ex4,f09dac4991b0d1d67b761ae0f70f1e02,2024-06\FREE EA-20240608T074321Z-001\FREE EA\AlgoTec v1.ex4,basket,unknown-ea
ex4,ea27f29c71b30abb36fcedf9eb14a024,2024-06\FREE EA-20240608T074321Z-001\FREE EA\AlgoTradeScalper.ex4,basket,scalper
ex4,e0a32a3304d0243e123e33b0f7f027ba,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Alligator.ex4,basket,unknown-ea
ex4,c009aa8d351c6b37258aed9d89548351,2024-06\FREE EA-20240608T074321Z-001\FREE EA\AlligatorFX.ex4,basket,unknown-ea
ex4,88ba7eef7f3135e236d21b4326e6c13b,2024-06\FREE EA-20240608T074321Z-001\FREE EA\AltrTrend.ex4,basket,trend
ex4,9db5068acc5008781d4d910918063545,2024-06\FREE EA-20240608T074321Z-001\FREE EA\AProxAlert.ex4,basket,unknown-ea
ex4,3c81284511743906956225af52769638,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Arbitrage Dynamic.ex4,basket,unknown-ea
ex4,9bc414d6a48f85fac23de43e486935ac,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Arrow_Alert.ex4,basket,unknown-ea
ex4,a7765b8fe95d638cfc042ee6868d63fa,2024-06\FREE EA-20240608T074321Z-001\FREE EA\ASC_SellBuy Sound.ex4,basket,unknown-ea
ex4,cd4fb50ef0b4b561acf8f65afa73fb2a,2024-06\FREE EA-20240608T074321Z-001\FREE EA\at all about the timing.ex4,basket,unknown-ea
ex4,83f75e17bbc746d91b7c96da2a61c432,2024-06\FREE EA-20240608T074321Z-001\FREE EA\ATM Machine Modified.ex4,basket,unknown-ea
ex4,fccd655288a387fafcd65245fa57bf08,2024-06\FREE EA-20240608T074321Z-001\FREE EA\ATR.ex4,basket,unknown-ea
ex4,913b7e00612ed68483456df854e82a98,2024-06\FREE EA-20240608T074321Z-001\FREE EA\ATRTrailStop_v3.ex4,basket,unknown-ea
ex4,f627b2d2490b1e4cbef7dc90cab4455a,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Auto SL and TS.ex4,basket,unknown-ea
ex4,5661570e45ccd397726cfec0b0e2852f,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Auto SL-TS-TP.ex4,basket,unknown-ea
ex4,2b7cf99c5675cd3e0ba7094294ae58d5,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Auto-stop-Take-profit.ex4,basket,unknown-ea
ex4,b5d4a6ec24f4c060cb8030365ee8ddb5,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Auto_converter.ex4,basket,unknown-ea
ex4,b702b6a3a1f0e885a9558c6e371a3f5e,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Auto_Sessions_v_1.8.ex4,basket,unknown-ea
ex4,4b6a23013972f27c160f232b46c47f7e,2024-06\FREE EA-20240608T074321Z-001\FREE EA\AutoCashGeneratorUltimate.ex4,basket,unknown-ea
ex4,b72542062cc019cd9b3796d539bc31f5,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Automated Forex Grail.ex4,basket,unknown-ea
ex4,9562d739af56865404e62cc676bdccaf,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Automatic Stop Loss and Take Profit.ex4,basket,unknown-ea
ex4,c126785e2c1864d7724b35a4ec090ce7,2024-06\FREE EA-20240608T074321Z-001\FREE EA\AutoScaler.v2.0.ex4,basket,unknown-ea
ex4,29b5bf18b417a09ba7fb2538e2c2b72c,2024-06\FREE EA-20240608T074321Z-001\FREE EA\AutoT EA.ex4,basket,unknown-ea
ex4,5386d51b0a02f7bcf56ae52ced6dcf36,2024-06\FREE EA-20240608T074321Z-001\FREE EA\AveragePosition.ex4,basket,unknown-ea
ex4,06702ed08f4b67aa1c3e2b9855a5c2b7,2024-06\FREE EA-20240608T074321Z-001\FREE EA\averages - mtf - alerts 8.8(1).ex4,basket,unknown-ea
ex4,1ca908b2048f7dc791635191eb58549b,2024-06\FREE EA-20240608T074321Z-001\FREE EA\averages - mtf - alerts 8.8(2).ex4,basket,unknown-ea
ex4,a28f216fef46fcdd5941da03463d2a92,2024-06\FREE EA-20240608T074321Z-001\FREE EA\AweScalperEA.ex4,basket,scalper
ex4,6403e100026cee57968256be7bfaee7f,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Awesome.ex4,basket,unknown-ea
ex4,b1f52fcb87d12f569f6d2964e3d7bd6d,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Bands.ex4,basket,unknown-ea
ex4,fea94c28468a6ba6ae6c27b6dc9a67cc,2024-06\FREE EA-20240608T074321Z-001\FREE EA\basket_profit.ex4,basket,unknown-ea
ex4,09570d0bd4b2249c992f24289ee83b76,2024-06\FREE EA-20240608T074321Z-001\FREE EA\BB SWING.ex4,basket,unknown-ea
ex4,5a42af70a77b5bb4a7622bc9f498a64c,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Bears.ex4,basket,unknown-ea
ex4,c4aa6f34ff47d31ff0ce2c13977791c5,2024-06\FREE EA-20240608T074321Z-001\FREE EA\BlackDiamon.ex4,basket,unknown-ea
ex4,125593a9a4ccdbc7dafbad39df8deb79,2024-06\FREE EA-20240608T074321Z-001\FREE EA\BlackDiamondEA V5.5_fix.ex4,basket,unknown-ea
ex4,6c05ba389b8917a03a9746250a1550ac,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Blessing 3 v3.9.6.09.ex4,basket,unknown-ea
ex4,88f9e0dd61d04018d1fbad1a917819ad,2024-06\FREE EA-20240608T074321Z-001\FREE EA\BlessingLite_3_v3.9.6.25_beta.ex4,basket,unknown-ea
ex4,586939bb792bdfa40692f3e7151ecab2,2024-06\FREE EA-20240608T074321Z-001\FREE EA\BlessingLite_3_v3.9.6.34_gamma.ex4,basket,unknown-ea
ex4,160d04122a8897e55e624d0ee79e52e4,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Blizard - ZZ.ex4,basket,unknown-ea
ex4,fd33f6c13b06cb9cf38d1e38391e2049,2024-06\FREE EA-20240608T074321Z-001\FREE EA\BOBasedPOEA_V5.ex4,basket,unknown-ea
ex4,e9b0e159300bf43becd40325f89a7ff8,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Bogie-NN-IND-v8.ex4,basket,unknown-ea
ex4,a866ae2563d29234a13857133d366bef,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Bogie-NN-v8-lib.ex4,basket,unknown-ea
ex4,5ebad232e815f08ff86853509d796c67,2024-06\FREE EA-20240608T074321Z-001\FREE EA\BogieNNb.ex4,basket,unknown-ea
ex4,67f68580e2d4e6f920d952b7b4086a34,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Bollinger Bands.ex4,basket,unknown-ea
ex4,30cd065615937119770b897c21181677,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Breakout EURUSD.ex4,basket,breakout
ex4,d84c1ba13714bce57bf8e74d0cabf68a,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Breakout signal.ex4,basket,breakout
ex4,2e9e6e23853e634954d9d52e37590d0e,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Bulls.ex4,basket,unknown-ea
ex4,a292e0ca403bcf0d6c98061b4ec92213,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Candles pattern.ex4,basket,unknown-ea
ex4,2d2507256c24077b8d93db28b4aaf76d,2024-06\FREE EA-20240608T074321Z-001\FREE EA\CandlestickPatternsRecognition.ex4,basket,unknown-ea
ex4,55c80f0d2f0795346eb94bb1ee04be5a,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Cash Hammer v2.0.ex4,basket,unknown-ea
ex4,92a44678061d15fde3e97cf4892c6639,2024-06\FREE EA-20240608T074321Z-001\FREE EA\CCFp.leveldiffMTF.ex4,basket,unknown-ea
ex4,3763a2bd566b650b558bb29927a01085,2024-06\FREE EA-20240608T074321Z-001\FREE EA\CCI EA Original.ex4,basket,unknown-ea
ex4,48636b3ebd8a4b413a8853ade0ca9e57,2024-06\FREE EA-20240608T074321Z-001\FREE EA\cci ma ea.ex4,basket,trend
ex4,0c34febf594b2e417a6d77d0d85cb04d,2024-06\FREE EA-20240608T074321Z-001\FREE EA\CCI.ex4,basket,unknown-ea
ex4,a36082ab5eddb8a1638cf4956e3f4f62,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Channel trade.ex4,basket,unknown-ea
ex4,2afd430737dbe7beac0ac76cdbeb42e8,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Chin Breakout Alert V[1].1.2s(m MTF).ex4,basket,breakout
ex4,466084493bbd6fc37608112d682c2d95,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Close All OPEN Orders.ex4,basket,unknown-ea
ex4,a25081120854a1fdf58f1bfe4f29abec,2024-06\FREE EA-20240608T074321Z-001\FREE EA\Close All Settime.ex4,basket,unknown-ea
