duration_sec,duration_hms,video_id,title
758,00:12:38,9KGDTXgdL2I,"MT5 - EX142 : Gold Robot [Hyper Trend]"
1376,00:22:56,jubi2y4bc7I,"MT5 - EX139 : Gold Robot EA [Smart Money Recovery Engine]"
1049,00:17:29,-BvwvHoOkIo,"MT5 - EX138 : The powerful of single candle strategy"
1429,00:23:49,XsRW4gPfOME,"MT5 - EX137 : Multi Group Scalping EA [The RSI Pivot Point]"
1467,00:24:27,VXG-Adv8OU8,"MT5 - EX136 : Multi Group Scalping EA(Reversal� Candlestick and STO)"
568,00:09:28,JVxqhni8NFo,"MT5 - EX120 : MACD Divergence and Volume"
713,00:11:53,dWMQLU2utQc,"MT5 - EX42 : Set�Up User Authorization"
1137,00:18:57,nbfQ2Opp2HI,"MT5 - EX186 : Gold Robot [Demand and Supply Zone]"
1013,00:16:53,nXyUMG0_oHA,"MT5 - EX202 : Double RSI and Pin Bar"
1453,00:24:13,EFyAyH_kKP4,"MT5 - EX167 : Multi Group EA Scalping [RSI and BB Strategy]"
784,00:13:04,370PByETzNw,"MT5 - EX131 : Gold Robot Scalping EA RSI and BB Strategy"
930,00:15:30,rfTls5P8Nys,"MT5 - EX189 : Multi Group Scalping EA Hedging Rebalance"
1146,00:19:06,BkBeS_c-2KY,"MT5 - EX195 : Multi Group Scalping EA [MACD Divergence]"
1228,00:20:28,s2gAXjD6g6I,"MT5 - EX194 : Gold Robot Engulfing and Pin Bar"
798,00:13:18,PzGLwjgR2Rc,"MT5 - EX177 : Grid Trading System and Hedging Lots"
1457,00:24:17,izk50jy1ffE,"MT5 - EX162 : EMA Rising and EMA Crossover"
633,00:10:33,zNp6cggHtIc,"MT5 - EX164 : Limit Profit Per Day"
1325,00:22:05,LG_1R2GeZkg,"MT5 - EX193 : Gold Robot EA [Williams Percent Range]"
937,00:15:37,fGZXz3ioTQg,"MT5 - EX18 : GTS and Profit First_Last Closing Oder"
697,00:11:37,GwuxO8w8aBI,"MT5 - EX97 : Pending Order Strategy"
886,00:14:46,VERMkXpssRM,"MT5 - EX160 : Easy Hedging"
775,00:12:55,Xa4U0eJ0sRw,"MT5 - EX191 : Multi Group EA Custom Sequence"
1578,00:26:18,ybUL_mtH_JI,"MT5 - EX190 : Multi Group Scalping EA [RSI Divergence]"
1054,00:17:34,LQZzCumh-e4,"MT5 - EX175 : Scalping EA [Rebalance Trading Strategy]"
915,00:15:15,_4Fomu9PkC8,"MT5 - EX126 : Grid Trading System and Modify TP"
1645,00:27:25,KQlevOI9FQE,"MT5 - EX200 : Time Bomb Up / Time Bomb Down"
1895,00:31:35,K0ouHW1TUks,"MT5 - EX199 : Multi Group Scalping EA [Fibonacci and RSI]"
2006,00:33:26,JLV0REF-oUQ,"MT5 - EX179 : Multi Group Scalping EA [Double Hammer]"
1989,00:33:09,uCaphMW6PUQ,"MT5 - EX140 : Breakout Strategy and ICT Zone"
1154,00:19:14,nPPThMLBxrk,"MT5 - EX128 : Dynamic Grid Distance and Auto Lots Size"
1692,00:28:12,fEBQnNIrRIY,"MT5 EX143RV2 - Multi Group Scalping EA"
1032,00:17:12,xY5dvMLz3_Q,"MT5 EX181 - EA  Multi Time Frame  Swiching Mode"
1629,00:27:09,-je3_p9dBm8,"MT5 - EX135 : Semi Auto EA"
1503,00:25:03,tlBLtdSS2jc," 100%  QuantDataManager "
239,00:03:59,YIMzwzObTFM," EA  (The Blueprint for Developing a Reliable Trading EA)"
178,00:02:58,7dJfxvboH4A,"How to Choose the Right EA Like a Pro"
145,00:02:25,hpo7h_SOuzQ,"Gold vs Euro: The Truth Traders Need to Know"
204,00:03:24,Tm_eydJgHlM,"Why Running the Same EA on Two MT5 Accounts Under the Same Broker Produces Different Results"
691,00:11:31,tfj2O-a6JWE,"EX201 - Limited profit and EMA Crossover"
1501,00:25:01,VZctkpmAa5M,"EX200 - Multi Group Scalping EA [HFT]"
1775,00:29:35,dZmnOb8eGVU,"EX199 - Multi Group Scalping EA [Fibonacci and RSI]"
1393,00:23:13,VrNtDeRa0G4,"EX198 - FVG and Breakout FVG"
1417,00:23:37,xCYBDIs1Hkc,"EX197- Multi Group Scalping EA [Breakout FVG]"
1111,00:18:31,tUiwSbjNWJU,"EX196 - Multi Group Scalping EA [FVG]"
1102,00:18:22,5a7Mg0NqpFo,"EX195 - Multi Group Scalping EA [MACD Divergence]"
1453,00:24:13,uYpDcmOQZDQ,"EX194 - Multi Group Scalping EA [Pin Bar and Engulfing]"
1317,00:21:57,kINz1eBYQ7I,"EX193 - Gold Robot EA [Williams Percent Range]"
1561,00:26:01,PBjgNYPPRv4,"EX192- Multi Group Scalping EA [Engulfing Pattern]"
1065,00:17:45,TLmXavk7sk0,"EX191 - Custom Sequence (MM)"
1163,00:19:23,_GGfXVctDUM,"EX190 - Multi Group Scalping EA [RSI Divergence]"
1037,00:17:17,66bfwv7mwhg,"EX189 - Multi Group Scalping EA"
1127,00:18:47,XbXw8jN2FJg,"EX188 - Setup Money Management"
1253,00:20:53,HlZ7-Ga4J5s,"EX187 - Using ChatGPT for Gold Price Trend Analysis and Trading Strategies"
1324,00:22:04,4UzwhjWP-V4,"EX186 - Demand and Supply Zone"
1257,00:20:57,soeZ7k04NB4,"EX185 - EMA Cross Over and Modify TP"
1838,00:30:38,IBdV2OVYZPM,"EX179- Multi Group Scalping EA [Double Hammer] RV1"
1344,00:22:24,rf_16wTbAnI,"EX134 - Multi Indicator Multi Time Frame Dashboard RV2"
1400,00:23:20,FEkrZDkpHHA,"EX183 - Multi Group Scalping EA [Two EMA and Price Pattern]"
1183,00:19:43,AUROrjn6qYs,"EX184 - Trendline Breakout and Modify TP"
1300,00:21:40,RTNUkSckZok,"EX182 - Multi Group Scalping EA [Breakout Master Bar]"
1084,00:18:04,KEb02ZGubJk,"EX181 - Multi Group Scalping EA [Angle Calculation]"
1429,00:23:49,Uzu-RSU7I0E,"EX55 - Liquidity and inducement trap RV1"
841,00:14:01,ZJIInpzwaws,"EX52 - Close First Order and Only Profit Order RV4"
1214,00:20:14,Y8k-TWc6UVA,"EX180- Multi Group Scalping EA [ICT Price Action Concept]"
303,00:05:03,8lsEaMjPxtE," ""Mind Over Stock Market"""
1379,00:22:59,7Op2LWd3LCU,"EX179- Multi Group Scalping EA [Double Hammer]"
842,00:14:02,LYZ9saUcaII,"25 Habits for Success and Happiness"
324,00:05:24,QYTunQvpmkI," ""TREND FOLLOWING"" By Michael W.Covel"
739,00:12:19,KJ0rDEIx9Us,"How to create AI Podcast..."
919,00:15:19,9eUDxpJPWks,"EX178 - EMA and Price Pattern"
1002,00:16:42,xQAHYdmSti8,"EX177 - Grid Trading System and Hedging Lots [Idea from Student]"
1299,00:21:39,nHJemNRGLl0,"EX134 - Multi Indicator Multi Time Frame Dashboard RV1"
1078,00:17:58,OqSTrW1a29k,"EX176 - Sending images to Telegram"
1472,00:24:32,ewrQM7zdwjQ,"EX52 - Close First Order and Only Profit Order RV3"
1163,00:19:23,-F6QZ_QP_iU,"EX175 - BB Strategy and Rebalance"
1621,00:27:01,2113NNp3rk0,"EX173 - Scalping EA [BB Strategy]"
1054,00:17:34,PIwTu4vQ90w,"EX172 - Multi Group Scalping EA [By K.Noy]"
2960,00:49:20,TpbdeRvosGc,"EX134 - Multi Indicator Multi Time Frame Dashboard"
1541,00:25:41,0vf-xURPzoc,"EX171 - Multi Group Scalping EA [EMA High-Low]"
1112,00:18:32,xJBwiW20qt0,"EX160 - Easy Hedging EA RV1"
1232,00:20:32,71uVUC8Fqgk,"EX97 - Gold Robot Scalping V9 [Pending Order Strategy] - RV4"
1636,00:27:16,jbA-4MCgtbI,"EX170 - Zone Trading Strategy"
998,00:16:38,c_iYwKhKBlg,"EX168 - Trailing Stop"
2329,00:38:49,ChNPlY0RqpY,"EX169 - Multi Group Scalping EA [Grid Hedge Strategy]"
1699,00:28:19,kuU8XcHSppI,"EX128 -  Gold Robot Scalping [Dynamic Grid Distance and Lot Size) RV1"
1258,00:20:58,48SzZ5GeIQE,"EX78 - Momentum Candlestrick Pattern RV2"
1963,00:32:43,mV_c6YtT0Rk,"EX167 - Multi Group Scalping EA [BB and RSI]"
1544,00:25:44,fXMAzBvzmDg,"EX18 - GTS and Profit First_Last Closing Order RV1"
1727,00:28:47,EtqmO4FBs7A,"EX165 - Multi Group Scalping EA [RSI Check Level]"
27,00:00:27,VOPNUc1X18E," EA  "
857,00:14:17,tl8F6rWIxIs,"EX164 - Limit profit per day"
1341,00:22:21,jrAvGtlUR8E,"EX143 - Multi Group Scalping EA [Count N times To Modify Lot Size]RV1"
1220,00:20:20,T7D2VHf69II,"EX161 - STO and Spinning Top Candlestick Pattern"
2270,00:37:50,Fe1vStpdYNw,"EX162 - EMA Rising and EMA Crossover"
855,00:14:15,msnxjMFbI8Y,"EX160 - Easy Hedging EA"
1922,00:32:02,vAWOBj4kZyY,"EX159 - Multi Group Scalping EA [STO 933]"
1574,00:26:14,3MJMu9D8WKg,"EX64 - Advance Trading Robot [Candlestick Pattern] RV1"
1623,00:27:03,O-wCidu1QLA,"EX39 - Throwback Trading Strategy - RV1"
1511,00:25:11,5nuv6I2m5yw,"EX158 - Multi Group Scalping EA [EX62 + EX147]"
1432,00:23:52,qPYGkaXKfoI,"EX157- Advance Trading Robot [RSI and Trendline Breakout]"
1747,00:29:07,TXpHmu-mdxk,"EX23 - Fibonacci Trading Strategy RV1"
1742,00:29:02,0O8deFk2rKU,"EX156 - Multi Group Scalping EA [Price Action Pattern]"
1832,00:30:32,UOpqP3jPApw,"EX155 - Multi Group Scalping EA [Inside Bar Strategy]"
950,00:15:50,IhiIIDMNjC8,"EX154 - MACD Divergence and Price Pattern Strategy"
1655,00:27:35,hjHYjRPYwBM,"EX153 - Multi Group Scalping EA [MACD and EMA]"
1603,00:26:43,iavawpQMKno,"EX152 - Multi Group Scalping EA (Trend Trading Strategy]"
1447,00:24:07,a94krpyF1z0,"EX150 - Multi Group Scalping EA [Multi EMA]"
1745,00:29:05,3MTCVQYylsY,"EX151 - Gold Robot Scalping [Multi EMA]"
419,00:06:59,YEtkIRHoV8U,"How to enable the DDE server in Metatrader 4"
706,00:11:46,o__c4yJ0ntY,"EX85 - Gold Robot Scalping V2 [Time Bomb UpDown and Trailing Stop]"
957,00:15:57,JpNTvgbJTO4,"EX45 - Alarm Notification via Sound, Message, Email and Arrow RV1"
1758,00:29:18,RZg5JK9VALE,"EX52 - Close First Order and Only Profit Order RV2"
1273,00:21:13,snkyTUxCUY4,"EX149 - Gold Robot Scalping [Rebalancing Strategy]"
669,00:11:09,wEOBDqL0iPc," Portable Mode  MT4/MT5"
2350,00:39:10,VMsIAffbZPQ," FxDreema  2"
1379,00:22:59,x_x7v_vGnXY," FxDreema  1"
1718,00:28:38,wEmzwO1eNv8,"EX148- Multi Group Scalping EA [EMA and Doji] RV1"
1829,00:30:29,nV_F7S_FSRw,"EX148- Multi Group Scalping EA [EMA and Doji]"
1587,00:26:27,1Beukf_1IJM,"EX147 - Multi Group Scalping EA [RSI Level Separation]"
2081,00:34:41,Y0qwMw_9h4Q,"EX145 - Multi Group Scalping EA [Double RSI]"
648,00:10:48,605l8wYrMRU,"EX146 - How to use Chart Screen Shot"
455,00:07:35,Dao0nH7Affs," Robot  Forex "
2785,00:46:25,kkVy16MqhG4,"EX144- Multi Group Scalping EA [Fusion EA 140 and 143]"
2352,00:39:12,V-9LFzumnSU,"EX143 - Multi Group Scalping EA [Count N times To Modify Lot Size]"
940,00:15:40,k7IOXcVxOVg,"EX142 - Gold robot scalping [Trend following strategy]"
1709,00:28:29,Z9QD-ZQ9TZs,"EX138- Multi Group Scalping EA [The powerful of single candle strategy] RV1"
2313,00:38:33,G880SDyqMJQ,"EX140- Multi Group Scalping EA [Breakout strategy]"
2558,00:42:38,lUuuPWAaZUM,"EX139- Multi Group Scalping EA [ICT Engulfing Pattern ]"
2215,00:36:55,jbWXx2Ei4iQ,"EX138 - Multi Group Scalping EA [The powerful of single candle strategy]"
1902,00:31:42,55IJBsJVpPs,"EX137- Multi Group Scalping EA [RSI Overbought_Oversold with Special Doji]"
5176,01:26:16,U8SDRqZqJTI,"  17.10.2024"
5292,01:28:12,6_Jf4MPDsx8,"  14.10.2024"
1578,00:26:18,KHiRJJj_rnA,"EX136 - Multi Group Scalping EA(Reversal  Candlestick and STO)"
2148,00:35:48,WYHiq1F1Z4w,"EX135 - Semi Auto EA"
4865,01:21:05,n7oD94lcuog," "" EA  FXDreema EP5 ""  11.10.2567"
5470,01:31:10,PdE8i4Mu3oc," "" EA  FXDreema EP4 ""  10.10.2567"
5412,01:30:12,mVaLvCXXi6o," "" EA  FXDreema EP3 ""  09.10.2567"
6027,01:40:27,lLLK-kHitds," "" EA  FXDreema EP2""  08.10.2567"
5378,01:29:38,huZ1dKhEm28," "" EA  FXDreema EP1""  07.10.2567"
1369,00:22:49,2I-PZ81qiVo,"EX133 - Gold Robot Scalping [Candlestick Patterns with High Winrate]"
962,00:16:02,LzCbZlcyAK4,"EX132 - Gold Robot Scalping [Hedging]"
1595,00:26:35,5j9wbuUt_IY,"EX131 - Advance Trading Robot [RSI and BB Strategy]"
1482,00:24:42,J3HqAx7zv9M,"EX130- Gold Robot Scalping [Multi CCI Strategy] RV1"
1434,00:23:54,J1OcL81SEmo,"EX130- Gold Robot Scalping [Multi CCI Strategy]"
1320,00:22:00,__8kn-nbbvw,"EX129 - Gold Robot Scalping [Two EMA and Price Pattern]"
1747,00:29:07,gILGnzVm6M4,"EX128 -  Gold Robot Scalping [Dynamic Grid Distance and Lot Size]"
1971,00:32:51,DxDepEOVKQg,"EX89 -  Gold Robot Scalping [The powerful of single candle strategy] RV1"
1405,00:23:25,j65YU34loPA,"EX127 - Gold Robot Scalping [Dynamic Grid Zone and Hedging Strategy]"
1548,00:25:48,Aqt68wljAwM,"QuantDataManager -  History Data 99%  BackTesting"
1259,00:20:59,LvtTHLC1Q4g,"EX126 - Gold Robot Scalping [GTS and Modify TP]"
4310,01:11:50,0Y83F_efZEI," "" EA  FXDreema EP5""  13.09.2567"
1188,00:19:48,RzED9gOsfmA,"EX125- Gold Robot Scalping [Breakout Strategy]"
1401,00:23:21,LaJMhQ7qoH0,"EX124 - Gold Robot Scalping [RSI]"
1121,00:18:41,I-BLGNH6MkM,"EX97 - Gold Robot Scalping V9 [Pending Order Strategy] - RV2"
1314,00:21:54,WxEjCVkHqLM,"EX124 - How to add Custom Indicator in FXDreema"
931,00:15:31,2hjEF36A6Nw,"EX123 - Gold Robot Scalping [Seven EMA Forecasting]"
969,00:16:09,903rJMuA-Ac,"EX97 - Gold Robot Scalping [Pending Order Strategy] - RV1"
1192,00:19:52,MoAWsEx4ftY,"EX122 - Gold Robot Scalping [Doji Candlestick Pattern]"
1309,00:21:49,nreCiPfT8CE,"EX116 - Gold Robot Scalping [Hedging Rebalance]RV1 [2024.08.12]"
1309,00:21:49,yL-T88QeT-8,"EX121 - Gold Robot Scalping [3 Candlestick Patterns]"
874,00:14:34,-CFQcF2EYNk,"EX120- MACD Divergence and Volume"
1943,00:32:23,dyYnjee6vXM,"EX119- Gold Robot Scalping [Breakout Master Bar]"
1675,00:27:55,OU7ponNoZ7Q,"EX118 - 4 Candlestick Pattern"
1790,00:29:50,hG_hJKPVODg,"EX117 - Sideways Trading"
807,00:13:27,PiK6f8sCg_c,"EX116 - Gold Robot Scalping [Hedging Rebalance]"
1074,00:17:54,Md8gVleY058,"EX115 - Gold Robot Scalping [EMA and Price Action]"
1487,00:24:47,E_f8OcjIzgE,"EX114 -  Gold Robot Scalping [Fibonacci Trading Strategy]"
1714,00:28:34,0y97fBkv4k0,"EX113 - Gold Robot Scalping [RSI Divergence]"
1814,00:30:14,dbtpBbMUJTU,"EX112 - Gold Robot Scalping [Throwback Pullback and MACD]"
1132,00:18:52,dWpjJkNhK60,"EX111- Gold Robot Scalping [Rate of Change]"
1188,00:19:48,B1yjkBmw7gk,"EX110- Gold Robot Scalping [Trendline and EMA]"
1092,00:18:12,PK0ba7qA1F4,"EX109- Gold Robot Scalping [Angle Calculation]"
1217,00:20:17,numVT1FLX7E,"EX108 - Gold Robot Scalping [Zig Zag Breakout Strategy]"
834,00:13:54,1mjsDvf9Dm4,"EX107 - Gold Robot Scalping [Candlestick Patterns]"
1517,00:25:17,tULcG6las1Q,"EX106 - Advance Trading Robot [Candlestick Patterns]"
887,00:14:47,X2WbJidiiZ4,"EX105- Gold Robot Scalping [Double RSI]"
1387,00:23:07,TD5UByGiMHE,"EX104- Advance Trading Robot [Double RSI Two Time Frame Strategy]"
991,00:16:31,uYpbhC_87ps,"EX103 - Gold Robot Scalping [Engulfing Strategy]"
1013,00:16:53,_GUWAjiTxSM,"EX102 -  Basic Price Action Strategy  (Multi TF)"
1018,00:16:58,39QTz76W5Ng,"EX101 - Basic Moving Average Trading Strategy - RV1"
1100,00:18:20,bLjALAkqHkE,"EX101 - Basic Moving Average Trading Strategy"
1094,00:18:14,_vcXPZ5h8uw,"EX51 - How to create Dashboard on Chart RV2 - Line Notify"
1454,00:24:14,uwxe3Gm-NxY,"EX100 - Advance Trading Robot [CCI Indicator Strategy]"
1262,00:21:02,M8cnTtBwCp8,"EX99 - Auto Lot Size by Custom MQL Code"
7058,01:57:38,TzoMnkdXLfo,"The basic knowledge of FxDreema for robot trading builder"
1524,00:25:24,4bDOsr2jXYs,"EX98 - Inside Bar Breakout Strategy"
989,00:16:29,gJjA-vxyQYI,"EX97 - Gold Robot Scalping V9 [Pending Order Strategy]"
1615,00:26:55,gbNTFkwGZH4,"EX96 - Risk Fixed Amount of Money [Price Action Strategies]"
809,00:13:29,VMTILrJ46ps,"EX95 - Basic Sniper EA V1"
1346,00:22:26,N30FuwpVWxU,"EX94 - Gold Robot Scalping V8 [Check Trend Quality by Using New Top&Bottom in trend]"
1576,00:26:16,-YNpXvnFCWA,"EX93 - LINE Notify"
1582,00:26:22,ZqCXl4Tm_m8,"EX92 - Gold Robot Scalping V7 [Dynamic Grid Zone and Modify TP]"
1172,00:19:32,f4mlRUoF49c,"EX91 - Gold Robot Scalping V6 [Rebalance Strategy]"
1283,00:21:23,YqWOE-ZrsMU,"EX89 -  Gold Robot Scalping V4 [The powerful of single candle strategy]"
1434,00:23:54,yw7Xp4EBA-k,"EX88 - Limited profit per month"
1099,00:18:19,qGLGZD9GjyQ,"EX87 - Gold Robot Scalping V3 [Breakout Strategy]"
1245,00:20:45,-dsfPn2vXYk,"EX86 - RSI Overbought_Oversold with Special Doji"
1221,00:20:21,ydlliL47aOk,"EX78 - Momentum Candlestrick Pattern"
2133,00:35:33,lCLZch2reGw,"EX83 - Advance Trading Robot No.22 [ICT Engulfing Pattern]"
1667,00:27:47,uKbIkxa5XNQ,"EX82- Advance Trading Robot No.21 [EMA Distance and RSI]"
2635,00:43:55,boEgP_uqvqA,"EX81 - Advance Trading Robot No.20 [RSI Divergence]"
1935,00:32:15,jkUupyzWGmE,"EX79 - Advance Trading Robot No.19 [Increase Trading Efficiency]"
847,00:14:07,Y8mq0arU1Uc,"MT4 Backtesting Report - Definition and Calculation"
1495,00:24:55,pyjCoF_XtlY,"EX9 - FVG Scalping RV1"
476,00:07:56,4vJNKi62QYo,"EX62 - Advance Trading Robot No.5 [Set up  parameters for Gold]"
425,00:07:05,3PZY7MFs4UQ,"Mistake Point in EX77 - Advance Trading Robot No.17"
1646,00:27:26,5NOAYSmtYvM,"EX77 - Advance Trading Robot No.17 [Bollinger Band Strategy and Auto Lot Size]"
281,00:04:41,X_d0gdq83H8,"Solving the problem of outstanding orders by using Pip total sum is not work??"
1975,00:32:55,11eHHiptXP8,"EX75 - Advance Trading Robot No.15 [Three White Soldiers Candlestick]"
1985,00:33:05,n3ddphicrhQ,"EX76- Advance Trading Robot No.16 [EMA Trendline Strategy]"
569,00:09:29,OBhjJI85RoA,"EX74 - Gold Robot Scalping (Basic)"
2143,00:35:43,AXjJqgKXfwk,"EX72 - Advance Trading Robot  No.14 [EMA Cross Over]"
1708,00:28:28,w2B2qd-Y2Yw,"EX70- Advance Trading Robot No.13 [Williams Percent Range]"
1416,00:23:36,ysfwF2bBOz4,"EX48 - Check Trend Quality by Using New Top&Bottom in trend RV1"
2772,00:46:12,lCJ2LbovcgM,"EX51 - How to create Dashboard on Chart RV1"
1727,00:28:47,H2RbzLDywQ4,"EX69 - Advance Trading Robot No.12 - Exponential Moving Average (5,8,12)"
2076,00:34:36,dpLA3o9j7DI,"EX68 - Advance Trading Robot No.11 (Fibonacci Trading Strategy)"
1204,00:20:04,WUZ6mHOhF7o,"EX20 - Grid Trading System and EMA Concept RV1"
1339,00:22:19,SJd1JCBtYF0,"EX19 - ICT Engulfing Pattern - RV1"
1651,00:27:31,wZ0I7V8VUP8,"EX67 - Advance Trading Robot No.10"
2160,00:36:00,-DcY2KDT9Tw,"EX66 - Advance Trading Robot No.9"
1222,00:20:22,qYqpxBy8lio,"EX44 - Three White Soldiers Candlestick Pattern"
2122,00:35:22,fuANOlj5pQY,"EX65 - Advance Trading Robot No.8"
2104,00:35:04,hD_0LRbHUGg,"EX64 - Advance Trading Robot No.7"
2014,00:33:34,55yeAwh9ap4,"EX63 - Advance Trading Robot No.6"
987,00:16:27,8AyldojDlP4,"EX62 - Advance Trading Robot No.5"
1185,00:19:45,1TDzq6E50Yc,"EX61 - Advance Trading Robot No.4"
1651,00:27:31,18JRUHpYZX8,"EX60 - Engulfing Throwback Trading Strategy"
1474,00:24:34,wUy2jEJZ_zk,"EX59 - Advance Trading Robot No3"
1989,00:33:09,EEq1FzXYC44,"EX58 - Advance Trading Robot No2"
950,00:15:50,Xf1lG8gq75Y,"EX1 - EMA Crossover and Closing order by Auto Lot or Martingale (English Version)"
2895,00:48:15,Ut4acUJ6CRA,"EX57 - Advance Trading Robot No1"
1395,00:23:15,NdX1k7XM7Qg,"EX56 - Triple Check (Reversal  Candlestick + EMA250 + Oversold)"
1873,00:31:13,teFlEzADn8A,"EX39 - Throwback Trading Strategy"
821,00:13:41,bHzqP2E8bp8," FxDreema - Documentation Part6"
1495,00:24:55,bJJpjta71yw," FxDreema - Documentation Part5"
1092,00:18:12,HFuCVZGwqcw,"FxDreema User Manual - Documentation Part 4"
1455,00:24:15,ClmAa6c0CkA,"FxDreema User Manual - Documentation Part3"
1900,00:31:40,zVVSywTgmlY," FxDreema - Documentation Part2"
1623,00:27:03,tHcjlv-KBGY," FxDreema - Documentation Part1"
1242,00:20:42,4eWGAnaDkrw,"EX54 - Custom Sequence (MM) and Reversal Candlestick Pattern"
1843,00:30:43,h7FBW2QM21E,"EX55 - Liquidity and inducement trap"
1450,00:24:10,jRG9UQKCQBM,"EX53 - How to adjust lot size based on Risk% Equity"
1751,00:29:11,cB2tlq_-UYY,"EX52 - Close First Order and Only Profit Order"
1692,00:28:12,KGpyVekDJQg,"EX51 - How to create Dashboard on Chart"
1264,00:21:04,pU45Cq27uto,"EX50 - RSI Concept V2"
473,00:07:53,c-y2A6-DLxE,"Problem001 - MT4 EA Backtesting lot size mistake"
1490,00:24:50,F1sKmC_AGzg,"EX49 - Indeep Detail about Chart and Objects"
1258,00:20:58,82rKeuCVNag,"EX48 - Check Trend Quality by Using New Top&Bottom in trend"
150,00:02:30,4tAiBzEnBvc,"  Trading Robot by FxDreema"
1589,00:26:29,PHZcKvmRVJc,"EX47 - Powerful Candlestrick Concept including Chart Decoration"
346,00:05:46,nZyvwVB6CAw,"EX37 - How to put logo on Chart"
823,00:13:43,o31GJNBI8SM,"EX36 - Quasimodo Pattern Concept"
1557,00:25:57,TNQDGvQ5jM4,"EX38 - GTS and Modify TP"
729,00:12:09,2dzNm83Bz1k,"EX45 - Alarm Notification via Sound, Message, Email and Arrow"
1480,00:24:40,Uo4RcrhAKx8,"EX43 - Forex News Trading V1"
582,00:09:42,nuD60h9g7s8,"EX42 - Set  Up User Authorization"
959,00:15:59,ARnxWAB-X6Q,"EX41 - RSI Concept"
1068,00:17:48,wpm6TE4uiJM,"EX40   Limit 2 losses per day"
