duration_sec,duration_hms,video_id,title
589,00:09:49,-YcuKsEDR_8,"SK SYSTEM 101 EP 1"
537,00:08:57,patTyWERHMw,"SK System VS Elliott Wave"
189,00:03:09,otUYHsgQfEE," XAUUSD  Elliott Wave"
158,00:02:38,WGztTvZ9tzo," |XAUUSD : Elliotvolution Wave New Course Season3"
502,00:08:22,c8jOavpE6f4,"Weekly Update : XAUUSD : Elliotvolution Wave New Course Season3"
3498,00:58:18,rm9PjpDu-0c,"EP15.2 :  3 Segment : Elliotvolution Wave New Course Season3"
2280,00:38:00,ejT3v4U_JAU," EP10 : Correction Flat : Elliotvolution Wave New Course Season3"
631,00:10:31,v33C0wngbXU,"Elliott Wave - Weekly Update XAUUSD"
665,00:11:05,U5Rksjd7qpc,"Elliott Wave - Weekly Update XAUUSD"
1238,00:20:38,UcCezzdhT6o,"Elliott Wave - XAUUSD & BTC | Crypto Alert"
5000,01:23:20,AJSXknAy-GY,"Elliott Wave SS2  0 Basic"
1103,00:18:23,mtQCnP-qoKg,"Elliott Wave - KSM 15/07/2020 | Crypto Alert"
335,00:05:35,ZIAzhztBweY,"Elliott Wave -  XAUUSD&BTCUSD 12/07/2020 | Crypto Alert"
1034,00:17:14,H4TSU4s4EKk,"Elliott Wave -  SOL 05/07/2020 | Crypto Alert"
431,00:07:11,kY-KaviSr7g,"Elliott Wave -  BTCUSD 03/07/2020 | Crypto Alert"
473,00:07:53,ErZmeP-kTag,"Elliott Wave - IDEA XAUUSD 27/06/2020 | Crypto Alert"
307,00:05:07,kUfZRWVo_N0,"Elliott Wave - confirmation Trending Impulse 26/06/2020 | Crypto Alert"
1276,00:21:16,20wJ6rFZob4,"Elliott Wave - +FTT | Crypto Alert"
1474,00:24:34,B5jPKOV8JSk,"Elliott Wave -  | Crypto Alert"
394,00:06:34,gaaNtTMapFk,"Elliott Wave - ? 16/06/2020 | Crypto Alert"
833,00:13:53,t-5S8Ez4JVg,"Elliott Wave - Weekly Update BTCUSD 16/06/2020 | Crypto Alert"
1223,00:20:23,I87ZIB8cQCI,"Elliott Wave - Weekly Update BTCUSD 08/06/2020 | Crypto Alert"
614,00:10:14,n25ZlHkeV6c,"Elliott Wave - QMR&QM2P | Crypto Alert"
817,00:13:37,J_Y-qPaqs84,"Elliott Wave - basic Demand supply | Crypto Alert"
5000,01:23:20,_82gfKE2ONc,"Elliott Wave - basic technical analysis [k.dew] | Crypto Alert"
1131,00:18:51,XhT0G9M4iAk,"Elliott Wave - Fibonacci | Crypto Alert"
1588,00:26:28,vsVzuJ7W1KA,"Elliott Wave - Trending Impulse wave | Crypto Alert"
552,00:09:12,oi6jYN38puQ,"Elliott Wave - Weekly Update | Crypto Alert"
973,00:16:13,g2v2WQAr3b4,"Elliott Wave - DOGE | Crypto Alert"
1061,00:17:41,zbeOtDV9ocE,"Elliott Wave - DOGE | Crypto Alert"
