source_path,source_file,strategy,symbol,Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSwingPeriod,InpRiskReward,InpLotMultiplier,InpMinGapPts,InpTakeProfitUSD,InpDailyTargetUSD,InpSLBufferPts,InpMaxRecoverySteps,reject_reasons,score,risk_adjusted_score,risk_band,selection_flag,plan_reject_reasons,Result,Custom,InpCooldownBarsAfterStop
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_2_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_2_raw,,1605.0,9600.21,20.870022,1.39998,4.300437,3.897926,10.8545,460.0,5.0,1.8,1.5,300.0,130.0,140.0,20.0,,,,83.08,Conservative,True,,19600.21,0.0,40.0
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,2109.0,17195.75,24.957547,1.392954,4.066247,4.446874,15.2932,689.0,6.0,2.5,2.0,400.0,160.0,300.0,30.0,7.0,MAX_RECOVERY_STEPS_GT_3,104.3047,83.0,Balanced,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,2109.0,17195.75,24.957547,1.392954,4.066247,4.446874,15.2932,689.0,6.0,2.5,2.0,400.0,160.0,300.0,30.0,7.0,,154.3047,83.0,Balanced,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,2109.0,17195.75,24.957547,1.392954,4.066247,4.446874,15.2932,689.0,6.0,2.5,2.0,400.0,160.0,300.0,30.0,7.0,MAX_RECOVERY_STEPS_GT_3,104.3047,83.0,Balanced,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,2109.0,17195.75,24.957547,1.392954,4.066247,4.446874,15.2932,689.0,6.0,2.5,2.0,400.0,160.0,300.0,30.0,7.0,,,83.0,Balanced,True,,27195.75,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,1307.0,17178.61,24.932671,1.39265,4.062559,4.437259,15.3019,689.0,6.0,2.5,2.0,400.0,160.0,300.0,45.0,7.0,MAX_RECOVERY_STEPS_GT_3,104.1236,82.95,Balanced,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,1307.0,17178.61,24.932671,1.39265,4.062559,4.437259,15.3019,689.0,6.0,2.5,2.0,400.0,160.0,300.0,45.0,7.0,,154.1236,82.95,Balanced,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED;SL_BUFFER_OUT_OF_SAFE_RANGE,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,1307.0,17178.61,24.932671,1.39265,4.062559,4.437259,15.3019,689.0,6.0,2.5,2.0,400.0,160.0,300.0,45.0,7.0,MAX_RECOVERY_STEPS_GT_3,104.1236,82.95,Balanced,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,1307.0,17178.61,24.932671,1.39265,4.062559,4.437259,15.3019,689.0,6.0,2.5,2.0,400.0,160.0,300.0,45.0,7.0,,,82.95,Balanced,True,,27178.61,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,1844.0,17154.21,24.897257,1.39202,4.056069,4.430565,15.3169,689.0,6.0,2.5,2.0,400.0,160.0,300.0,15.0,7.0,MAX_RECOVERY_STEPS_GT_3,103.9071,82.87,Balanced,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,1844.0,17154.21,24.897257,1.39202,4.056069,4.430565,15.3169,689.0,6.0,2.5,2.0,400.0,160.0,300.0,15.0,7.0,,153.9071,82.87,Balanced,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,1844.0,17154.21,24.897257,1.39202,4.056069,4.430565,15.3169,689.0,6.0,2.5,2.0,400.0,160.0,300.0,15.0,7.0,MAX_RECOVERY_STEPS_GT_3,103.9071,82.87,Balanced,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,1844.0,17154.21,24.897257,1.39202,4.056069,4.430565,15.3169,689.0,6.0,2.5,2.0,400.0,160.0,300.0,15.0,7.0,,,82.87,Balanced,True,,27154.21,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,2275.0,14784.41,21.426681,1.368302,4.980733,4.04038,11.9946,690.0,7.0,2.0,1.2,150.0,160.0,300.0,30.0,7.0,MAX_RECOVERY_STEPS_GT_3,115.8612,82.14,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,2275.0,14784.41,21.426681,1.368302,4.980733,4.04038,11.9946,690.0,7.0,2.0,1.2,150.0,160.0,300.0,30.0,7.0,,165.8612,82.14,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,2275.0,14784.41,21.426681,1.368302,4.980733,4.04038,11.9946,690.0,7.0,2.0,1.2,150.0,160.0,300.0,30.0,7.0,MAX_RECOVERY_STEPS_GT_3,115.8612,82.14,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,2275.0,14784.41,21.426681,1.368302,4.980733,4.04038,11.9946,690.0,7.0,2.0,1.2,150.0,160.0,300.0,30.0,7.0,,,82.14,Conservative,True,,24784.41,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,2139.0,14735.83,21.387271,1.366073,4.964869,4.006461,12.0173,689.0,7.0,2.0,1.2,150.0,160.0,300.0,45.0,7.0,MAX_RECOVERY_STEPS_GT_3,115.1402,81.96,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,2139.0,14735.83,21.387271,1.366073,4.964869,4.006461,12.0173,689.0,7.0,2.0,1.2,150.0,160.0,300.0,45.0,7.0,,165.1402,81.96,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED;SL_BUFFER_OUT_OF_SAFE_RANGE,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,2139.0,14735.83,21.387271,1.366073,4.964869,4.006461,12.0173,689.0,7.0,2.0,1.2,150.0,160.0,300.0,45.0,7.0,MAX_RECOVERY_STEPS_GT_3,115.1402,81.96,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,2139.0,14735.83,21.387271,1.366073,4.964869,4.006461,12.0173,689.0,7.0,2.0,1.2,150.0,160.0,300.0,45.0,7.0,,,81.96,Conservative,True,,24735.83,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,1987.0,14724.56,21.339942,1.366985,4.960069,4.022729,12.0246,690.0,7.0,2.0,1.2,150.0,160.0,300.0,15.0,7.0,MAX_RECOVERY_STEPS_GT_3,115.2627,81.92,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,1987.0,14724.56,21.339942,1.366985,4.960069,4.022729,12.0246,690.0,7.0,2.0,1.2,150.0,160.0,300.0,15.0,7.0,,165.2627,81.92,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,1987.0,14724.56,21.339942,1.366985,4.960069,4.022729,12.0246,690.0,7.0,2.0,1.2,150.0,160.0,300.0,15.0,7.0,MAX_RECOVERY_STEPS_GT_3,115.2627,81.92,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,1987.0,14724.56,21.339942,1.366985,4.960069,4.022729,12.0246,690.0,7.0,2.0,1.2,150.0,160.0,300.0,15.0,7.0,,,81.92,Conservative,True,,24724.56,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,2189.0,14527.65,21.146507,1.373012,5.616179,4.028342,11.4322,687.0,7.0,2.0,1.2,150.0,120.0,300.0,45.0,7.0,MAX_RECOVERY_STEPS_GT_3,125.941,81.82,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,2189.0,14527.65,21.146507,1.373012,5.616179,4.028342,11.4322,687.0,7.0,2.0,1.2,150.0,120.0,300.0,45.0,7.0,,175.941,81.82,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED;SL_BUFFER_OUT_OF_SAFE_RANGE,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,2189.0,14527.65,21.146507,1.373012,5.616179,4.028342,11.4322,687.0,7.0,2.0,1.2,150.0,120.0,300.0,45.0,7.0,MAX_RECOVERY_STEPS_GT_3,125.941,81.82,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,2189.0,14527.65,21.146507,1.373012,5.616179,4.028342,11.4322,687.0,7.0,2.0,1.2,150.0,120.0,300.0,45.0,7.0,,,81.82,Conservative,True,,24527.65,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,2232.0,14498.54,21.073459,1.373825,5.604925,4.027217,11.4462,688.0,7.0,2.0,1.2,150.0,120.0,300.0,30.0,7.0,MAX_RECOVERY_STEPS_GT_3,125.7723,81.76,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,2232.0,14498.54,21.073459,1.373825,5.604925,4.027217,11.4462,688.0,7.0,2.0,1.2,150.0,120.0,300.0,30.0,7.0,,175.7723,81.76,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,2232.0,14498.54,21.073459,1.373825,5.604925,4.027217,11.4462,688.0,7.0,2.0,1.2,150.0,120.0,300.0,30.0,7.0,MAX_RECOVERY_STEPS_GT_3,125.7723,81.76,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,2232.0,14498.54,21.073459,1.373825,5.604925,4.027217,11.4462,688.0,7.0,2.0,1.2,150.0,120.0,300.0,30.0,7.0,,,81.76,Conservative,True,,24498.54,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,2390.0,14470.26,21.062969,1.369312,5.593992,4.00402,11.4613,687.0,7.0,2.0,1.2,200.0,120.0,300.0,45.0,7.0,MAX_RECOVERY_STEPS_GT_3,125.1719,81.67,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,2390.0,14470.26,21.062969,1.369312,5.593992,4.00402,11.4613,687.0,7.0,2.0,1.2,200.0,120.0,300.0,45.0,7.0,,175.1719,81.67,Conservative,True,MAX_RECOVERY_STEPS_GT_3;DAILY_TARGET_WAS_OPTIMIZED;SL_BUFFER_OUT_OF_SAFE_RANGE,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,2390.0,14470.26,21.062969,1.369312,5.593992,4.00402,11.4613,687.0,7.0,2.0,1.2,200.0,120.0,300.0,45.0,7.0,MAX_RECOVERY_STEPS_GT_3,125.1719,81.67,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,2390.0,14470.26,21.062969,1.369312,5.593992,4.00402,11.4613,687.0,7.0,2.0,1.2,200.0,120.0,300.0,45.0,7.0,,,81.67,Conservative,True,,24470.26,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,2114.0,14439.82,20.98811,1.372517,5.582225,4.008949,11.4753,688.0,7.0,2.0,1.2,150.0,120.0,300.0,15.0,7.0,MAX_RECOVERY_STEPS_GT_3,125.1391,81.63,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,2114.0,14439.82,20.98811,1.372517,5.582225,4.008949,11.4753,688.0,7.0,2.0,1.2,150.0,120.0,300.0,15.0,7.0,,175.1391,81.63,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,2114.0,14439.82,20.98811,1.372517,5.582225,4.008949,11.4753,688.0,7.0,2.0,1.2,150.0,120.0,300.0,15.0,7.0,MAX_RECOVERY_STEPS_GT_3,125.1391,81.63,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,2114.0,14439.82,20.98811,1.372517,5.582225,4.008949,11.4753,688.0,7.0,2.0,1.2,150.0,120.0,300.0,15.0,7.0,,,81.63,Conservative,True,,24439.82,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,1932.0,14004.7,21.612191,1.385106,5.819482,4.15527,10.1403,648.0,6.0,2.0,2.0,450.0,120.0,260.0,45.0,5.0,MAX_RECOVERY_STEPS_GT_3,131.4148,81.05,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,1406.0,14004.7,21.612191,1.385106,5.819482,4.15527,10.1403,648.0,6.0,2.0,1.6,450.0,120.0,260.0,45.0,5.0,MAX_RECOVERY_STEPS_GT_3,131.4148,81.05,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,1932.0,14004.7,21.612191,1.385106,5.819482,4.15527,10.1403,648.0,6.0,2.0,2.0,450.0,120.0,260.0,45.0,5.0,,181.4148,81.05,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED;SL_BUFFER_OUT_OF_SAFE_RANGE,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,1406.0,14004.7,21.612191,1.385106,5.819482,4.15527,10.1403,648.0,6.0,2.0,1.6,450.0,120.0,260.0,45.0,5.0,,181.4148,81.05,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED;SL_BUFFER_OUT_OF_SAFE_RANGE,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,1932.0,14004.7,21.612191,1.385106,5.819482,4.15527,10.1403,648.0,6.0,2.0,2.0,450.0,120.0,260.0,45.0,5.0,MAX_RECOVERY_STEPS_GT_3,131.4148,81.05,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_rejected_risk_violations.csv,pass_1_rejected_risk_violations.csv,analyzed,,1406.0,14004.7,21.612191,1.385106,5.819482,4.15527,10.1403,648.0,6.0,2.0,1.6,450.0,120.0,260.0,45.0,5.0,MAX_RECOVERY_STEPS_GT_3,131.4148,81.05,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,1932.0,14004.7,21.612191,1.385106,5.819482,4.15527,10.1403,648.0,6.0,2.0,2.0,450.0,120.0,260.0,45.0,5.0,,,81.05,Conservative,True,,24004.7,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\raw_results\pass_1_raw\ReportOptimizer-146237.xml,ReportOptimizer-146237.xml,pass_1_raw,,1406.0,14004.7,21.612191,1.385106,5.819482,4.15527,10.1403,648.0,6.0,2.0,1.6,450.0,120.0,260.0,45.0,5.0,,,81.05,Conservative,True,,24004.7,0.0,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,2166.0,13988.01,21.553174,1.386841,5.810374,4.159099,10.1512,649.0,6.0,2.0,2.0,450.0,120.0,260.0,30.0,5.0,MAX_RECOVERY_STEPS_GT_3,131.37,81.02,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_optimizer_parsed.csv,pass_1_optimizer_parsed.csv,analyzed,,2015.0,13988.01,21.553174,1.386841,5.810374,4.159099,10.1512,649.0,6.0,2.0,1.6,450.0,120.0,260.0,30.0,5.0,MAX_RECOVERY_STEPS_GT_3,131.37,81.02,Conservative,True,,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,2166.0,13988.01,21.553174,1.386841,5.810374,4.159099,10.1512,649.0,6.0,2.0,2.0,450.0,120.0,260.0,30.0,5.0,,181.37,81.02,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
C:\Users\patip\OneDrive\.Codex\EA_LAB\ea_projects\Gold SMC continuous\optimization\analyzed\pass_1_plan_rejected.csv,pass_1_plan_rejected.csv,analyzed,,2015.0,13988.01,21.553174,1.386841,5.810374,4.159099,10.1512,649.0,6.0,2.0,1.6,450.0,120.0,260.0,30.0,5.0,,181.37,81.02,Conservative,True,MAX_RECOVERY_STEPS_GT_3;GAP_OUT_OF_SAFE_RANGE;DAILY_TARGET_WAS_OPTIMIZED,,,
