account,account_name,type,platform,host,ea_name,magic,symbol,status,kill_rule,judge_date,start_date,notes
159475669,Boss - Trend Swing,REAL_CENT,MT5,VPS 66.212.22.7,MatchaGrid,20240001,CHFJPYc,ACTIVE,n/a - lab does not certify this account (retro-noted 2026-08-01),,2026-05-26,"user mix - lab does not certify; enumerated CR-002 2026-07-19 (deals collector), name confirmed by user 2026-07-24"
159475669,Boss - Trend Swing,REAL_CENT,MT5,VPS 66.212.22.7,GoldReaper leg1,8001,XAUUSDc,ACTIVE,n/a - lab does not certify this account (retro-noted 2026-08-01),,2026-05-26,"user mix - lab does not certify; multi-magic grid (own leg per magic); enumerated CR-002 2026-07-19, name confirmed by user 2026-07-24"
159475669,Boss - Trend Swing,REAL_CENT,MT5,VPS 66.212.22.7,GoldReaper leg2,8002,XAUUSDc,ACTIVE,n/a - lab does not certify this account (retro-noted 2026-08-01),,2026-05-26,"user mix - lab does not certify; multi-magic grid (own leg per magic); enumerated CR-002 2026-07-19, name confirmed by user 2026-07-24"
159475669,Boss - Trend Swing,REAL_CENT,MT5,VPS 66.212.22.7,GoldReaper leg3,8005,XAUUSDc,ACTIVE,n/a - lab does not certify this account (retro-noted 2026-08-01),,2026-05-26,"user mix - lab does not certify; multi-magic grid (own leg per magic); enumerated CR-002 2026-07-19, name confirmed by user 2026-07-24"
159475669,Boss - Trend Swing,REAL_CENT,MT5,VPS 66.212.22.7,GoldReaper leg4,8008,XAUUSDc,ACTIVE,n/a - lab does not certify this account (retro-noted 2026-08-01),,2026-05-26,"user mix - lab does not certify; multi-magic grid (own leg per magic); enumerated CR-002 2026-07-19, name confirmed by user 2026-07-24"
159475669,Boss - Trend Swing,REAL_CENT,MT5,VPS 66.212.22.7,GoldReaper leg5,8009,XAUUSDc,ACTIVE,n/a - lab does not certify this account (retro-noted 2026-08-01),,2026-05-26,"user mix - lab does not certify; multi-magic grid (own leg per magic); enumerated CR-002 2026-07-19, name confirmed by user 2026-07-24"
159475669,Boss - Trend Swing,REAL_CENT,MT5,VPS 66.212.22.7,GoldReaper leg6,8012,XAUUSDc,ACTIVE,n/a - lab does not certify this account (retro-noted 2026-08-01),,2026-05-26,"user mix - lab does not certify; multi-magic grid (own leg per magic); enumerated CR-002 2026-07-19, name confirmed by user 2026-07-24"
159475669,Boss - Trend Swing,REAL_CENT,MT5,VPS 66.212.22.7,GoldReaper leg7,8014,XAUUSDc,ACTIVE,n/a - lab does not certify this account (retro-noted 2026-08-01),,2026-05-26,"user mix - lab does not certify; multi-magic grid (own leg per magic); enumerated CR-002 2026-07-19, name confirmed by user 2026-07-24"
159475669,Boss - Trend Swing,REAL_CENT,MT5,VPS 66.212.22.7,GoldReaper leg8,8015,XAUUSDc,ACTIVE,n/a - lab does not certify this account (retro-noted 2026-08-01),,2026-05-26,"user mix - lab does not certify; multi-magic grid (own leg per magic); enumerated CR-002 2026-07-19, name confirmed by user 2026-07-24"
159475669,Boss - Trend Swing,REAL_CENT,MT5,VPS 66.212.22.7,(Boss)_LondonConsoBreakout_rev01,99000512,GBPUSDc,ACTIVE,n/a - lab does not certify this account (retro-noted 2026-08-01),,2026-07-24,"user mix - lab does not certify; read directly from live Inputs tab screenshot 2026-07-24 (SlAtrMult2.5/TpAtrMult2.0) -- previously fully untracked, no closed trades in CR-002 window yet so it never showed up in the deals-based enumeration"
159475669,Boss - Trend Swing,REAL_CENT,MT5,VPS 66.212.22.7,EA_BREAKOUT_XAU,991001,XAUUSDc,ACTIVE,n/a - lab does not certify this account (retro-noted 2026-08-01),,2026-07-24,"user mix - lab does not certify; read directly from live Inputs tab screenshot 2026-07-24 (Bars40/Sl1.5/Tp5.0/Ema200); same magic 991001 also used by a DIFFERENT deployment on account 159503454 -- no conflict, magics only need to be unique within an account, but flagging the reuse for clarity"
141049900,01. Celestial Woodfire,REAL_CENT,MT4,VPS 66.212.22.7,Zeus Gold Hedge V1.2_fix,7777,EURUSDc,ACTIVE,manual kill floating DD 40%,,2026-05-26,no-SL grid - user experiment; NewsGuard policy C recommended
141049900,01. Celestial Woodfire,REAL_CENT,MT4,VPS 66.212.22.7,Gold_Kangaroo L1,1112,XAUUSDc,ACTIVE,closedDD 35%,,2026-05-26,capped-mart not validated; NewsGuard policy C recommended
141049900,01. Celestial Woodfire,REAL_CENT,MT4,VPS 66.212.22.7,Gold_Kangaroo L2,1113,XAUUSDc,ACTIVE,closedDD 35%,,2026-05-26,capped-mart not validated
141049900,01. Celestial Woodfire,REAL_CENT,MT4,VPS 66.212.22.7,Gold_Kangaroo L3,1114,XAUUSDc,ACTIVE,closedDD 35%,,2026-05-26,capped-mart not validated
141049900,01. Celestial Woodfire,REAL_CENT,MT4,VPS 66.212.22.7,Gold_Kangaroo L4,1115,XAUUSDc,ACTIVE,closedDD 35%,,2026-05-26,capped-mart not validated
415573666,Demo Mt5-2,DEMO,MT5,VPS 66.212.22.7,Boss_14_GridLog,990201,USDJPYm,ACTIVE,closedDD 25%,2026-11-02,2026-07-06,"Boss V2 bench | ORDER-943 C3 2026-08-02 (owner ratified): judge_date re-based 2026-10-09 -> 2026-11-02. Arithmetic: (30 - 9 observed) / 1.61 expected trades per week = 13.0 weeks from 2026-08-02. The original date was set without an expected rate (ORDER-942 supplied it); this is the bar being APPLIED, not moved to make a cohort look ready."
415573666,Demo Mt5-2,DEMO,MT5,VPS 66.212.22.7,Boss_14_GridLog,990202,AUDNZDm,ACTIVE,closedDD 25%,2027-02-24,2026-07-06,"Boss V2 bench | ORDER-943 C3 2026-08-02 (owner ratified): HELD OUT of the judge-date decision and routed to ORDER-941. Observed 0.26 trades/wk against 0.88 expected (29%), so projecting at the EXPECTED rate assumes a recovery that is not in evidence - at the OBSERVED rate this leg needs 112 weeks. Instrument first (silent or thin), decide after. judge_date UNCHANGED."
415573666,Demo Mt5-2,DEMO,MT5,VPS 66.212.22.7,Boss_14_GridLog size-light,990203,EURJPYm,ACTIVE,closedDD 25%,2027-03-25,2026-07-06,Boss V2 bench
415573666,Demo Mt5-2,DEMO,MT5,VPS 66.212.22.7,Boss_14_GridLog,990204,AUDCADm,ACTIVE,closedDD 25%,2027-05-10,2026-07-06,"Boss V2 bench | ORDER-943 C3 2026-08-02 (owner ratified): ORDER-235 THIN treatment, PRE-REGISTERED NOW, before this judge date lands - expected 0.60 trades/wk is below the 0.5 line, so the 30-trade count is REPLACED, not waived: judge at 12 months live + net positive + no pre-registered kill tripped. PRICE OF THE WEAKER STATISTIC: permanently small lot, NEVER sized up on PF (the NuiIndy engine-edge treatment). judge_date = start_date + 12 months. Owner decision 2026-08-02: this row expects 0.60 trades/wk - just ABOVE the 0.5 line - and was MOVED into the thin bucket, because at its computed rate the re-based judge date was 283 days out, i.e. the 12-month wait reached by a route that carries no lot cap. Same wait; now the cap comes with it. | ORDER-943 CORRECTED 2026-08-02 (/scrutinize round 1): judge_date 2027-07-06 -> 2027-07-07. The thin clock starts at the FIRST REAL TRADE, not at attach - DEMO_DEPLOYMENT_PLAN.md states that rule and the C3 pass used start_date + 365 anyway, which judged this leg 1 day(s) EARLY. First entry deal 2026-07-07 + 12 months. | /scrutinize round 2, 2026-08-02 - OVER_RATE, and ORDER-942 B3 has no flag for this tail: observed 1.56 trades/wk against 0.60 expected = 2.61x, over 3.4-3.9 weeks. At the OBSERVED rate this leg reaches 30 trades by 2026-11-18. PENDING-RATIFY(user): it was moved into the THIN bucket on an expected rate its live behaviour contradicts, so the 12-month date AND the permanent small-lot cap rest on the wrong number. Left in place because both errors are conservative; reversing a bucket the owner ratified is the owner call. An EA running several times its backtest rate is the ORDER-165 wrong-config signal as much as a silent one is - B3 only looked at the slow tail. | ORDER-943 REVISED 2026-08-02 (owner ratified, after /scrutinize round 2): PULLED OUT of the ORDER-235 thin bucket. It was moved in on an expected 0.60 trades/wk, and it is observed at 1.56/wk = 2.61x that. The thin rule exists because 30 trades is UNREACHABLE; at this rate the leg would hold roughly 82 trades by the thin judge date, about 2.7x the bar the rule was written to replace - so its premise is false here. Consequences: judged on the REAL bar (PF >= 1.40 at >= 30 trades), and the PERMANENT SMALL-LOT CAP DOES NOT APPLY. judge_date 2027-07-07 -> 2027-05-10, computed from the EXPECTED rate and NOT the observed one, deliberately: the observation is only 3.9 weeks (memory phantom-regression-from-two-single-samples) and this date does not bet on it. At the observed rate it reaches 30 trades around 2026-11-17, six months inside the date. ONE-WAY DOOR, stated because it is: ORDER-235 forbids choosing the thin treatment after seeing the numbers, so if this leg slows below its EXPECTED rate it arrives undecided and thin cannot be re-registered."
415573666,Demo Mt5-2,DEMO,MT5,VPS 66.212.22.7,Boss_14_GridLog size-light thin,990205,CADJPYm,ACTIVE,closedDD 25%,2027-07-14,2026-07-06,"Boss V2 bench. ORDER-520 2026-07-28: judge_date re-based 2026-10-09 -> 2027-07-06 = start_date + 12 MONTHS, per the ORDER-235 thin-EA bar the user ratified the same day (expected 1.25 trades/month = 0.29/week, under the 0.5/week thin threshold; at that rate 30 closed trades arrives 2028-06). The bar this row previously pointed at -- PF>=1.40 at >=30 trades by 2026-10-09 -- no longer exists for this class: it is replaced by >=12 months live + net positive + no pre-registered kill tripped, paid for with permanently small lot and no size-up on PF. Kill rule (closedDD 25%) is unchanged and still applies throughout. This row was safe to edit unattended because 415573666 is DEMO; the two remaining thin rows (991001, 991004) sit on REAL_CENT 159503454 and are left for the user. | ORDER-943 C3 2026-08-02 (owner ratified): ORDER-235 THIN treatment, PRE-REGISTERED NOW, before this judge date lands - expected 0.29 trades/wk is below the 0.5 line, so the 30-trade count is REPLACED, not waived: judge at 12 months live + net positive + no pre-registered kill tripped. PRICE OF THE WEAKER STATISTIC: permanently small lot, NEVER sized up on PF (the NuiIndy engine-edge treatment). judge_date = start_date + 12 months. | ORDER-943 CORRECTED 2026-08-02 (/scrutinize round 1): judge_date 2027-07-06 -> 2027-07-14. The thin clock starts at the FIRST REAL TRADE, not at attach - DEMO_DEPLOYMENT_PLAN.md states that rule and the C3 pass used start_date + 365 anyway, which judged this leg 8 day(s) EARLY. First entry deal 2026-07-14 + 12 months. | /scrutinize round 2, 2026-08-02 - OVER_RATE, and ORDER-942 B3 has no flag for this tail: observed 0.78 trades/wk against 0.29 expected = 2.70x, over 3.4-3.9 weeks. At the OBSERVED rate this leg reaches 30 trades by 2027-04-02. The thin date stays conservative against this, so it is recorded rather than acted on. An EA running several times its backtest rate is the ORDER-165 wrong-config signal as much as a silent one is - B3 only looked at the slow tail."
415573666,Demo Mt5-2,DEMO,MT5,VPS 66.212.22.7,Boss_14_GridLog SELL,990206,EURUSDm,ACTIVE,closedDD 25%,2027-05-31,2026-07-06,"Boss V2 bench | ORDER-943 C3 2026-08-02 (owner ratified): ORDER-235 THIN treatment, PRE-REGISTERED NOW, before this judge date lands - expected 0.51 trades/wk is below the 0.5 line, so the 30-trade count is REPLACED, not waived: judge at 12 months live + net positive + no pre-registered kill tripped. PRICE OF THE WEAKER STATISTIC: permanently small lot, NEVER sized up on PF (the NuiIndy engine-edge treatment). judge_date = start_date + 12 months. Owner decision 2026-08-02: this row expects 0.51 trades/wk - just ABOVE the 0.5 line - and was MOVED into the thin bucket, because at its computed rate the re-based judge date was 301 days out, i.e. the 12-month wait reached by a route that carries no lot cap. Same wait; now the cap comes with it. | /scrutinize round 2, 2026-08-02 - OVER_RATE, and ORDER-942 B3 has no flag for this tail: observed 2.07 trades/wk against 0.51 expected = 4.05x, over 3.4-3.9 weeks. At the OBSERVED rate this leg reaches 30 trades by 2026-10-15. PENDING-RATIFY(user): it was moved into the THIN bucket on an expected rate its live behaviour contradicts, so the 12-month date AND the permanent small-lot cap rest on the wrong number. Left in place because both errors are conservative; reversing a bucket the owner ratified is the owner call. An EA running several times its backtest rate is the ORDER-165 wrong-config signal as much as a silent one is - B3 only looked at the slow tail. | ORDER-943 REVISED 2026-08-02 (owner ratified, after /scrutinize round 2): PULLED OUT of the ORDER-235 thin bucket. It was moved in on an expected 0.51 trades/wk, and it is observed at 2.07/wk = 4.05x that. The thin rule exists because 30 trades is UNREACHABLE; at this rate the leg would hold roughly 108 trades by the thin judge date, about 3.6x the bar the rule was written to replace - so its premise is false here. Consequences: judged on the REAL bar (PF >= 1.40 at >= 30 trades), and the PERMANENT SMALL-LOT CAP DOES NOT APPLY. judge_date 2027-07-06 -> 2027-05-31, computed from the EXPECTED rate and NOT the observed one, deliberately: the observation is only 3.9 weeks (memory phantom-regression-from-two-single-samples) and this date does not bet on it. At the observed rate it reaches 30 trades around 2026-10-15, six months inside the date. ONE-WAY DOOR, stated because it is: ORDER-235 forbids choosing the thin treatment after seeing the numbers, so if this leg slows below its EXPECTED rate it arrives undecided and thin cannot be re-registered."
415573666,Demo Mt5-2,DEMO,MT5,VPS 66.212.22.7,Boss_14_GridLog,990207,XAUUSDm,ACTIVE,closedDD 25%,2026-10-09,2026-07-06,Boss V2 bench
69424711,Demo EA3,DEMO,MT4,VPS 66.212.22.7,UnNomGuaiV1.132,1,EURUSD,ACTIVE,closedDD 35%,,2026-06-22,monitor deferred - Trial8 investor login failing
69424711,Demo EA3,DEMO,MT4,VPS 66.212.22.7,UnNomGuaiV1.132,2,EURUSD,ACTIVE,closedDD 35%,,2026-06-22,monitor deferred
69424711,Demo EA3,DEMO,MT4,VPS 66.212.22.7,RSI from pips_EA,5888,EURUSD,ACTIVE,closedDD 35%,,2026-06-22,RSI-orig
69424711,Demo EA3,DEMO,MT4,VPS 66.212.22.7,swb grid 4.1.0.3_h,990,AUDCAD,ACTIVE,closedDD 35%,,2026-06-22,ORDER-036 survivor chain
69424711,Demo EA3,DEMO,MT4,VPS 66.212.22.7,ClevrFX_EA,,EURUSD,UNVERIFIED,,,2026-06-22,"Historical/observational attribution ACCEPTED for observed historical magic 9244 (Clevr FX order comments). Current executable attachment NOT PROVEN; historical executable identity UNRECOVERABLE FROM CURRENT EVIDENCE; investigation CLOSED. No further magic-9244 investigation absent a concrete regression. The unrelated D:\Meta4b binary is not ratified."
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,Boss_17_Wave5,990301,XAUUSDm,ACTIVE,DD 15%,2026-12-12,2026-07-16,"Wave5 XAU (plateau both-window MC ruin0) | ORDER-943 C3 2026-08-02 (owner ratified): judge_date re-based 2026-10-16 -> 2026-12-12. Arithmetic: (30 - 2 observed) / 1.49 expected trades per week = 18.8 weeks from 2026-08-02. The original date was set without an expected rate (ORDER-942 supplied it); this is the bar being APPLIED, not moved to make a cohort look ready."
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,Boss_17_Wave5,990302,XAGUSDm,ACTIVE,DD 15%,2026-12-28,2026-07-16,"Wave5 XAG (6/6 both-window) | ORDER-943 C3 2026-08-02 (owner ratified): judge_date re-based 2026-10-16 -> 2026-12-28. Arithmetic: (30 - 5 observed) / 1.18 expected trades per week = 21.1 weeks from 2026-08-02. The original date was set without an expected rate (ORDER-942 supplied it); this is the bar being APPLIED, not moved to make a cohort look ready."
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,EA_BREAKOUT_XAU,991003,USDJPYm,ACTIVE,DD 15%,2027-07-23,2026-07-16,"BRK expand USDJPY 1.28/1.25 | ORDER-943 C3 2026-08-02 (owner ratified): ORDER-235 THIN treatment, PRE-REGISTERED NOW, before this judge date lands - expected 0.42 trades/wk is below the 0.5 line, so the 30-trade count is REPLACED, not waived: judge at 12 months live + net positive + no pre-registered kill tripped. PRICE OF THE WEAKER STATISTIC: permanently small lot, NEVER sized up on PF (the NuiIndy engine-edge treatment). judge_date = start_date + 12 months. | ORDER-943 CORRECTED 2026-08-02 (/scrutinize round 1): judge_date 2027-07-16 -> 2027-07-23. The thin clock starts at the FIRST REAL TRADE, not at attach - DEMO_DEPLOYMENT_PLAN.md states that rule and the C3 pass used start_date + 365 anyway, which judged this leg 7 day(s) EARLY. First entry deal 2026-07-23 + 12 months."
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,EA_BREAKOUT_XAU,991005,US30m,ACTIVE,DD 15%,2027-07-16,2026-07-16,"BRK expand US30 WATCH-thin | ORDER-943 C3 2026-08-02 (owner ratified): ORDER-235 THIN treatment, PRE-REGISTERED NOW, before this judge date lands - expected 0.21 trades/wk is below the 0.5 line, so the 30-trade count is REPLACED, not waived: judge at 12 months live + net positive + no pre-registered kill tripped. PRICE OF THE WEAKER STATISTIC: permanently small lot, NEVER sized up on PF (the NuiIndy engine-edge treatment). judge_date = start_date + 12 months. | ORDER-943 CORRECTED 2026-08-02 (/scrutinize round 1): this judge_date is PROVISIONAL. The thin clock starts at the FIRST REAL TRADE and this leg has opened NONE, so 12 months of trading cannot have elapsed by 2027-07-16 - the date is a placeholder and MUST be re-based to first-trade + 12 months when the first deal lands (the 990025 and 990303 precedent). Until then it is also the ORDER-941 question in miniature: a leg with no trades is not on a schedule, it is unexplained."
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,MacdDiv_Naked,999094,XAUUSDm,ACTIVE,DD 15%,2026-11-20,2026-07-16,"MacdDiv XAU M4 CONFIRMED 2026-07-18 1.88/0.97/1.28 (no fill-artifact; BWD 0.97 marginal user-approved demo; verdict _triage/ORDER098B_MACDDIV_M4_VERDICT.md) | ORDER-943 C3 2026-08-02 (owner ratified): judge_date re-based 2026-11-10 -> 2026-11-20. Arithmetic: (30 - 2 observed) / 1.80 expected trades per week = 15.6 weeks from 2026-08-02. The original date was set without an expected rate (ORDER-942 supplied it); this is the bar being APPLIED, not moved to make a cohort look ready."
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,EmaStoRev,991070,EURUSDm,ACTIVE,DD 15%,2027-03-07,2026-07-16,"SMCSTO EURUSD ADX-filter WEAK candidate; fan 2026-07-18 center 1.39/1.19 both-window but SL-FRAGILE (SL-20%=2.4xATR flips 0.94/0.99 both-window) => LOCK SL>=3.0 never tighten; verdict _triage/_archive/verdicts/ORDER_LANEC_SMCSTO_FAN_VERDICT.md | ORDER-943 C3 2026-08-02 (owner ratified): judge_date re-based 2027-03-06 -> 2027-03-07. Arithmetic: (30 - 3 observed) / 0.87 expected trades per week = 31.0 weeks from 2026-08-02. The original date was set without an expected rate (ORDER-942 supplied it); this is the bar being APPLIED, not moved to make a cohort look ready."
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,(EXP)_IchiADX_Naked_rev00,990066,USDJPYm,ACTIVE,DD 12%,2027-02-17,2026-07-16,"IchiADX USDJPY basket A H4 med (run w/990067) | ORDER-943 C3 2026-08-02 (owner ratified): judge_date re-based 2027-01-23 -> 2027-02-17. Arithmetic: (30 - 0 observed) / 1.06 expected trades per week = 28.4 weeks from 2026-08-02. The original date was set without an expected rate (ORDER-942 supplied it); this is the bar being APPLIED, not moved to make a cohort look ready."
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,(EXP)_IchiADX_Naked_rev00,990067,USDJPYm,ACTIVE,DD 12%,2027-02-17,2026-07-16,"IchiADX USDJPY basket B H1 slow (thin PF_5th 1.04). ✅ FIXED 2026-07-28 (ORDER-530): the user re-pinned MagicNo on the (EXP)_IchiADX_Naked_rev00 (USDJPYm,H1) chart from 990068 back to 990067, and confirmed the cause was exactly the mechanism reconstructed below -- the wrong preset was loaded. This leg is live again under its own magic; the basket 990066+990067 is whole and 990068 is back to the single XAU H1 leg. Deals stamped 990068 before 2026-07-28 16:00 may include USDJPY H1 fills and must not be rolled up as XAU-only for the October judge. 🔴 HISTORY, DO NOT DELETE -- NO CHART CARRIED THIS MAGIC. It can never produce a deal, which is why it shows zero. The (EXP)_IchiADX_Naked_rev00 (USDJPYm,H1) chart that should be this leg reads MagicNo=990068 -- the XAU H1 leg's magic -- while its indicator inputs read 20/60/120, correct for a slow leg. Mechanism: the two slow bundles, ICHIADX_USDJPY_BASKET/IchiADX_USDJPY_H1_slow_leg_B.set and ICHIADX_XAU/IchiADX_XAUUSD_H1_slow.set, are IDENTICAL in every key except MagicNo (both 20/60/120/ADX14/AdxMin20/ExitMode2/lot0.10), so loading the XAU slow .set onto the USDJPY H1 chart changes nothing visible except the magic. That is what happened. TRADE SEPARATION IS INTACT -- (EXP)_IchiADX_Naked_rev00.mq5:104-105 filters POSITION_SYMBOL and POSITION_MAGIC together, so the two charts cannot touch each other's positions. The damage is bookkeeping: a per-magic rollup for the October judge merges the USDJPY H1 leg into 990068, the USDJPY basket (990066+990067) is judged with one leg missing, and the XAU basket total is inflated by a leg that is not XAU. Note the ORDER-530 tell table could not have caught this -- it checks TenkanPeriod/KijunPeriod, which are the same 20/60 in both slow bundles. FIX = re-pin MagicNo to 990067 on the USDJPYm,H1 chart -- done 2026-07-28. | ORDER-943 C3 2026-08-02 (owner ratified): judge_date re-based 2027-01-23 -> 2027-02-17. Arithmetic: (30 - 0 observed) / 1.06 expected trades per week = 28.4 weeks from 2026-08-02. The original date was set without an expected rate (ORDER-942 supplied it); this is the bar being APPLIED, not moved to make a cohort look ready."
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,(EXP)_IchiADX_Naked_rev00,990069,XAUUSDm,ACTIVE,DD 18%,2027-03-01,2026-07-16,"IchiADX XAU basket B H4 med (run w/990068) | ORDER-943 C3 2026-08-02 (owner ratified): judge_date re-based 2027-02-11 -> 2027-03-01. Arithmetic: (30 - 0 observed) / 1.00 expected trades per week = 30.1 weeks from 2026-08-02. The original date was set without an expected rate (ORDER-942 supplied it); this is the bar being APPLIED, not moved to make a cohort look ready."
463666728,Demo bundle 10,DEMO,MT5,VPS 66.212.22.7,(EXP)_IchiADX_Naked_rev00,990068,XAUUSDm,ACTIVE,DD 18%,2027-02-22,2026-07-16,"IchiADX XAU basket A H1 slow (basket PF_5th 1.544) | ORDER-943 C3 2026-08-02 (owner ratified): judge_date re-based 2027-02-11 -> 2027-02-22. Arithmetic: (30 - 1 observed) / 1.00 expected trades per week = 29.1 weeks from 2026-08-02. The original date was set without an expected rate (ORDER-942 supplied it); this is the bar being APPLIED, not moved to make a cohort look ready."
