datetime,state,ri,flags
2020.10.27 03:00,RISK_OFF,-0.346,
2020.10.28 03:00,RISK_OFF,-0.423,
2020.10.29 03:00,NEUTRAL,-0.231,
2020.10.30 03:00,NEUTRAL,-0.077,
2020.10.31 03:00,NEUTRAL,-0.231,
2020.11.01 00:00,UNKNOWN,-0.231,
2020.11.02 02:00,NEUTRAL,-0.231,
2020.11.03 02:00,NEUTRAL,-0.231,
2020.11.04 02:00,NEUTRAL,-0.231,
2020.11.05 02:00,NEUTRAL,-0.077,
2020.11.06 02:00,NEUTRAL,-0.077,
2020.11.07 02:00,NEUTRAL,-0.077,
2020.11.08 02:00,NEUTRAL,-0.077,
2020.11.09 02:00,NEUTRAL,-0.115,
2020.11.10 02:00,RISK_OFF,-0.269,
2020.11.11 02:00,NEUTRAL,-0.115,
2020.11.12 02:00,RISK_OFF,-0.269,
2020.11.13 02:00,NEUTRAL,0.115,
2020.11.14 02:00,RISK_OFF,-0.346,
2020.11.15 02:00,RISK_OFF,-0.346,
2020.11.16 02:00,RISK_OFF,-0.346,
2020.11.17 02:00,RISK_OFF,-0.615,
2020.11.18 02:00,RISK_OFF,-0.654,
2020.11.19 02:00,RISK_OFF,-0.808,
2020.11.20 02:00,STRESS,-1,VIX_STRESS
2020.11.21 02:00,STRESS,-1.231,VIX_STRESS
2020.11.22 02:00,STRESS,-1.231,VIX_STRESS
2020.11.23 02:00,STRESS,-1.231,VIX_STRESS
2020.11.24 02:00,STRESS,-1.231,VIX_STRESS
2020.11.25 02:00,STRESS,-1,VIX_STRESS
2020.11.26 02:00,STRESS,-1,VIX_STRESS
2020.11.27 02:00,STRESS,-1,VIX_STRESS
2020.11.28 02:00,STRESS,-1,VIX_STRESS
2020.11.29 02:00,STRESS,-1,VIX_STRESS
2020.11.30 02:00,STRESS,-1.231,VIX_STRESS
2020.12.01 02:00,STRESS,-1.308,VIX_STRESS
2020.12.02 02:00,STRESS,-1.308,VIX_STRESS
2020.12.03 02:00,STRESS,-1,VIX_STRESS
2020.12.04 02:00,STRESS,-0.846,VIX_STRESS
2020.12.05 02:00,STRESS,-0.846,VIX_STRESS
2020.12.06 02:00,STRESS,-0.846,VIX_STRESS
2020.12.07 02:00,STRESS,-0.846,VIX_STRESS
2020.12.08 02:00,STRESS,-0.846,VIX_STRESS
2020.12.09 02:00,STRESS,-0.769,VIX_STRESS
2020.12.10 02:00,STRESS,-0.846,VIX_STRESS
2020.12.11 02:00,STRESS,-0.769,VIX_STRESS
2020.12.12 02:00,STRESS,-0.846,VIX_STRESS
2020.12.13 02:00,STRESS,-0.846,VIX_STRESS
2020.12.14 02:00,STRESS,-0.846,VIX_STRESS
2020.12.15 02:00,STRESS,-0.846,VIX_STRESS
2020.12.16 02:00,STRESS,-1,VIX_STRESS
2020.12.17 02:00,STRESS,-0.846,VIX_STRESS
2020.12.18 02:00,STRESS,-0.846,VIX_STRESS
2020.12.19 02:00,STRESS,-0.846,VIX_STRESS
2020.12.20 02:00,STRESS,-0.846,VIX_STRESS
2020.12.21 02:00,STRESS,-0.923,VIX_STRESS
2020.12.22 02:00,STRESS,-0.769,VIX_STRESS
2020.12.23 02:00,STRESS,-0.769,VIX_STRESS
2020.12.24 02:00,STRESS,-0.846,VIX_STRESS
2020.12.25 02:00,STRESS,-0.846,VIX_STRESS
2020.12.26 02:00,STRESS,-0.923,VIX_STRESS
2020.12.27 02:00,STRESS,-0.923,VIX_STRESS
2020.12.28 02:00,STRESS,-0.923,VIX_STRESS
2020.12.29 02:00,STRESS,-0.769,VIX_STRESS
2020.12.30 02:00,STRESS,-0.692,VIX_STRESS
2020.12.31 02:00,STRESS,-0.692,VIX_STRESS
2021.01.01 02:00,STRESS,-0.692,VIX_STRESS
2021.01.02 02:00,STRESS,-0.692,VIX_STRESS
2021.01.03 02:00,STRESS,-0.769,VIX_STRESS
2021.01.04 02:00,STRESS,-0.692,VIX_STRESS
2021.01.05 02:00,STRESS,-0.692,VIX_STRESS
2021.01.06 02:00,STRESS,-0.769,VIX_STRESS
2021.01.07 02:00,STRESS,-0.769,VIX_STRESS
2021.01.08 02:00,STRESS,-0.846,VIX_STRESS
2021.01.09 02:00,STRESS,-0.692,VIX_STRESS
2021.01.10 02:00,STRESS,-0.692,VIX_STRESS
2021.01.11 02:00,STRESS,-0.692,VIX_STRESS
2021.01.12 02:00,STRESS,-0.692,VIX_STRESS
2021.01.13 02:00,STRESS,-1,VIX_STRESS
2021.01.14 02:00,STRESS,-0.692,VIX_STRESS
2021.01.15 02:00,STRESS,-0.692,VIX_STRESS
2021.01.16 02:00,STRESS,-0.692,VIX_STRESS
2021.01.17 02:00,STRESS,-0.692,VIX_STRESS
2021.01.18 02:00,STRESS,-0.692,VIX_STRESS
2021.01.19 02:00,STRESS,-0.692,VIX_STRESS
2021.01.20 02:00,STRESS,-0.692,VIX_STRESS
2021.01.21 02:00,STRESS,-0.538,VIX_STRESS
2021.01.22 02:00,STRESS,-0.538,VIX_STRESS
2021.01.23 02:00,STRESS,-0.538,VIX_STRESS
2021.01.24 02:00,STRESS,-0.538,VIX_STRESS
2021.01.25 02:00,STRESS,-0.538,VIX_STRESS
2021.01.26 02:00,STRESS,-0.538,VIX_STRESS
2021.01.27 02:00,STRESS,-0.538,VIX_STRESS
2021.01.28 02:00,STRESS,-0.538,VIX_STRESS
2021.01.29 02:00,STRESS,-0.538,VIX_STRESS
2021.01.30 02:00,RISK_OFF,-0.385,
2021.01.31 02:00,RISK_OFF,-0.385,
2021.02.01 02:00,RISK_OFF,-0.423,
2021.02.02 02:00,RISK_OFF,-0.577,
2021.02.03 02:00,STRESS,-0.731,VIX_STRESS
2021.02.04 02:00,STRESS,-0.731,VIX_STRESS
2021.02.05 02:00,STRESS,-0.538,VIX_STRESS
2021.02.06 02:00,STRESS,-0.692,VIX_STRESS
2021.02.07 02:00,STRESS,-0.692,VIX_STRESS
2021.02.08 02:00,STRESS,-0.692,VIX_STRESS
2021.02.09 02:00,RISK_OFF,-0.385,
2021.02.10 02:00,STRESS,-0.577,VIX_STRESS
2021.02.11 02:00,RISK_OFF,-0.385,
2021.02.12 02:00,RISK_OFF,-0.577,
2021.02.13 02:00,RISK_OFF,-0.577,
2021.02.14 02:00,RISK_OFF,-0.577,
2021.02.15 02:00,RISK_OFF,-0.577,
2021.02.16 02:00,RISK_OFF,-0.577,
2021.02.17 02:00,RISK_OFF,-0.423,
2021.02.18 02:00,RISK_OFF,-0.423,
2021.02.19 02:00,RISK_OFF,-0.385,
2021.02.20 02:00,RISK_OFF,-0.385,
2021.02.21 02:00,RISK_OFF,-0.385,
2021.02.22 02:00,RISK_OFF,-0.385,
2021.02.23 02:00,NEUTRAL,0.077,
2021.02.24 02:00,NEUTRAL,0.077,
2021.02.25 02:00,NEUTRAL,0.077,
2021.02.26 02:00,NEUTRAL,0.077,
2021.02.27 02:00,NEUTRAL,0.308,
2021.02.28 02:00,NEUTRAL,0.115,
2021.03.01 02:00,NEUTRAL,0.308,
2021.03.02 02:00,NEUTRAL,0.308,
2021.03.03 02:00,NEUTRAL,0.077,
2021.03.04 02:00,NEUTRAL,-0.192,
2021.03.05 02:00,STRESS,-0.692,VIX_STRESS
2021.03.06 02:00,STRESS,-0.615,VIX_STRESS
2021.03.07 02:00,STRESS,-0.769,VIX_STRESS
2021.03.08 02:00,STRESS,-0.769,VIX_STRESS
2021.03.09 02:00,STRESS,-0.5,VIX_STRESS
2021.03.10 02:00,STRESS,-0.077,VIX_STRESS
2021.03.11 02:00,STRESS,-0.115,VIX_STRESS
2021.03.12 02:00,STRESS,0.038,VIX_STRESS
2021.03.13 02:00,STRESS,0.038,VIX_STRESS
2021.03.14 00:00,UNKNOWN,0.038,VIX_STRESS
2021.03.15 03:00,STRESS,-0.077,VIX_STRESS
2021.03.16 03:00,STRESS,-0.038,VIX_STRESS
2021.03.17 03:00,STRESS,-0.038,VIX_STRESS
2021.03.18 03:00,STRESS,-0.038,VIX_STRESS
2021.03.19 03:00,STRESS,0.038,VIX_STRESS
2021.03.20 03:00,STRESS,0.038,VIX_STRESS
2021.03.21 03:00,STRESS,-0.115,VIX_STRESS
2021.03.22 03:00,STRESS,-0.115,VIX_STRESS
2021.03.23 03:00,STRESS,-0.077,VIX_STRESS
2021.03.24 03:00,STRESS,0.038,VIX_STRESS
2021.03.25 03:00,NEUTRAL,0.231,
2021.03.26 03:00,NEUTRAL,0.231,
2021.03.27 03:00,NEUTRAL,0.192,
2021.03.28 03:00,NEUTRAL,0.192,
2021.03.29 03:00,NEUTRAL,0.192,
2021.03.30 03:00,NEUTRAL,0.231,
2021.03.31 03:00,NEUTRAL,0.231,
2021.04.01 03:00,NEUTRAL,0.231,
2021.04.02 03:00,NEUTRAL,0.231,
2021.04.03 03:00,NEUTRAL,0.231,
2021.04.04 03:00,NEUTRAL,0.192,
2021.04.05 03:00,NEUTRAL,0.115,
2021.04.06 03:00,STRESS,-0.154,VIX_STRESS
2021.04.07 03:00,NEUTRAL,0.192,
2021.04.08 03:00,NEUTRAL,0.077,
2021.04.09 03:00,NEUTRAL,0.192,
2021.04.10 03:00,NEUTRAL,0.192,
2021.04.11 03:00,NEUTRAL,0.192,
2021.04.12 03:00,NEUTRAL,0.192,
2021.04.13 03:00,NEUTRAL,0.154,
2021.04.14 03:00,NEUTRAL,0.231,
2021.04.15 03:00,NEUTRAL,0.231,
2021.04.16 03:00,NEUTRAL,0.231,
2021.04.17 03:00,NEUTRAL,0.192,
2021.04.18 03:00,NEUTRAL,0.192,
2021.04.19 03:00,NEUTRAL,0.192,
2021.04.20 03:00,NEUTRAL,-0.115,
2021.04.21 03:00,NEUTRAL,-0.231,
2021.04.22 03:00,NEUTRAL,-0.231,
2021.04.23 03:00,NEUTRAL,-0.231,
2021.04.24 03:00,NEUTRAL,-0.231,
2021.04.25 03:00,NEUTRAL,-0.231,
2021.04.26 03:00,NEUTRAL,0.192,
2021.04.27 03:00,NEUTRAL,0.231,
2021.04.28 03:00,NEUTRAL,0.192,
2021.04.29 03:00,NEUTRAL,0.231,
2021.04.30 03:00,NEUTRAL,0.231,
2021.05.01 03:00,NEUTRAL,0.192,
2021.05.02 03:00,NEUTRAL,0.192,
2021.05.03 03:00,NEUTRAL,0.192,
2021.05.04 03:00,NEUTRAL,0.192,
2021.05.05 03:00,NEUTRAL,0,
2021.05.06 03:00,NEUTRAL,0.154,
2021.05.07 03:00,NEUTRAL,0.115,
2021.05.08 03:00,NEUTRAL,0.231,
2021.05.09 03:00,NEUTRAL,0.192,
2021.05.10 03:00,NEUTRAL,0.231,
2021.05.11 03:00,NEUTRAL,0.231,
2021.05.12 03:00,NEUTRAL,0.231,
2021.05.13 03:00,NEUTRAL,0.077,
2021.05.14 03:00,NEUTRAL,0.115,
2021.05.15 03:00,NEUTRAL,0.077,
2021.05.16 03:00,NEUTRAL,-0.077,
2021.05.17 03:00,NEUTRAL,0.077,
2021.05.18 03:00,NEUTRAL,0.115,
2021.05.19 03:00,NEUTRAL,0,
2021.05.20 03:00,NEUTRAL,0.154,
2021.05.21 03:00,NEUTRAL,0,
2021.05.22 03:00,NEUTRAL,0.192,
2021.05.23 03:00,NEUTRAL,0.192,
2021.05.24 03:00,NEUTRAL,0.231,
2021.05.25 03:00,NEUTRAL,0.154,
2021.05.26 03:00,NEUTRAL,0.154,
2021.05.27 03:00,NEUTRAL,0.192,
2021.05.28 03:00,STRESS,-0.269,VIX_STRESS
2021.05.29 03:00,STRESS,-0.231,VIX_STRESS
2021.05.30 03:00,STRESS,-0.231,VIX_STRESS
2021.05.31 03:00,STRESS,-0.231,VIX_STRESS
2021.06.01 03:00,STRESS,-0.231,VIX_STRESS
2021.06.02 03:00,STRESS,-0.115,VIX_STRESS
2021.06.03 03:00,NEUTRAL,0.077,
2021.06.04 03:00,NEUTRAL,0.115,
2021.06.05 03:00,NEUTRAL,0.231,
2021.06.06 03:00,NEUTRAL,0.231,
2021.06.07 03:00,NEUTRAL,0.115,
2021.06.08 03:00,NEUTRAL,0.115,
2021.06.09 03:00,NEUTRAL,0.231,
2021.06.10 03:00,NEUTRAL,0.115,
2021.06.11 03:00,NEUTRAL,-0.192,
2021.06.12 03:00,NEUTRAL,-0.192,
2021.06.13 03:00,NEUTRAL,-0.192,
2021.06.14 03:00,NEUTRAL,-0.192,
2021.06.15 03:00,NEUTRAL,-0.115,
2021.06.16 03:00,NEUTRAL,-0.115,
2021.06.17 03:00,NEUTRAL,-0.115,
2021.06.18 03:00,RISK_OFF,-0.269,
2021.06.19 03:00,NEUTRAL,-0.192,
